index_mol,type,File Name,smiles,homo,lumo,En,Ea,EA,stable,same_sml,G1aACN,G2aACN,G1aH2O,G2aH2O,G1aDMF,G2aDMF,G1aDMSO,G2aDMSO,G1aTHF,G2aTHF,G1nACN,G2nACN,G1nH2O,G2nH2O,G1nDMF,G2nDMF,G1nDMSO,G2nDMSO,G1nTHF,G2nTHF,RP_ACN,RP_H2O,RP_DMSO,RP_DMF,RP_THF,imaginary_a,stable_a,imaginary_n,stable_n,adj
6680,OMEAD,6680.xyz,C#CCC(=O)c1nc2n[nH]ccc-2c(Br)c1=O,-0.273607,-0.07934,-90108.74765853278,-90110.85423757488,-1.8725790420834674,stable,yes,-2.9104931053114,-0.1113478924213339,-3.6745141920194375,0.2374065308230531,-2.8387339661447655,-0.1219494473943424,-2.860692736207827,-0.0549645454454043,-2.4307662120507505,-0.1773716883085506,-0.7481026995323187,-0.1051619286327969,-0.886561293236015,0.2254278077361228,-1.2212498802866192,-0.1188843571680599,-1.232946693441516,-0.0529106302263009,-1.0097548450794485,-0.1723237045738412,4.509155411651085,5.116553217779959,3.970379000068882,3.961128218167896,3.7666383927894787,False,True,False,True,stable
6681,OMEAD,6681.xyz,C#CCCN=c1c(Br)c2cc[nH]nc-2sc1=N,-0.249331,-0.045298,-98387.36883138474,-98388.51845791066,-0.9156265259193024,stable,yes,-2.4142752973682753,-0.0315132310028012,-2.4615773893618074,0.1046296739734744,-2.417831553064945,0.038930782004065,-2.4348775799687994,0.1199681865689195,-2.096164973540863,-0.040887008356759,-0.8786433248940078,-0.0352893546773505,-0.8999628995609807,0.1170285408201153,-0.880261041637194,0.0344746458583261,-0.8879205018368922,0.1155330031883994,-0.739911528900966,-0.0451502157941852,2.9154823747190206,2.95763988256677,2.9261484206706894,2.9167409012013144,2.735616763121773,False,True,False,True,stable
6682,OMEAD,6682.xyz,N=C1Cc2c(Br)c(=O)nnn2-c2c[nH]cc2N1,-0.282173,-0.036488,-90474.95687753824,-90476.020297041,-0.8294195027378155,stable,yes,-3.2026508443339936,-0.0428500375553032,-3.6467185802168736,0.1192323907617579,-3.153977298617054,-0.038039609197684,-3.1776484810375365,0.0220809491745314,-2.710334332429063,-0.0877733104119246,-1.1568086984580015,-0.0428119416185419,-1.3615365347271908,0.1277277846595332,-1.1348872079901997,-0.0384573039328886,-1.1444588121014825,0.0215628444345774,-0.9578714445765332,-0.0879948110728083,3.3432997445505688,3.5910969421252736,3.330091066933916,3.3160918986294656,3.0496608899294615,False,True,False,True,stable
6683,OMEAD,6683.xyz,N=C1Cc2c(Br)oc(=N)c3c2C(CNC=N3)N1,-0.262113,-0.041055,-90070.80472947554,-90071.69934370556,-0.660614230026491,stable,yes,-2.7983305040710413,-0.1042802798106063,-2.928393841767878,-0.0022563679116064,-2.784640184968191,-0.0829590724606293,-2.805658529620916,-0.0189581708154389,-2.3920966593273345,-0.1360468487928703,-1.1963362261000492,-0.11042869189005,-1.254252934530622,0.0251180116759109,-1.1910566734925978,-0.0905355379409546,-1.201685439849007,-0.0265496025566347,-0.9961456158991334,-0.1434793660550047,2.7244600959180394,2.8301295168512643,2.724995888057204,2.7146212760217594,2.517132756192558,False,True,False,True,stable
6684,OMEAD,6684.xyz,N=C1Cc2c(nc(=N)oc2Br)-c2oncc2N1,-0.296856,-0.076232,-91015.812443714,-91017.63766657573,-1.5912228617056972,stable,yes,-2.599346990837792,-0.0393408575519173,-2.780421604199543,0.0395961003282181,-2.57265507274597,-0.0255544822656621,-2.5907819357985096,0.0361266489445976,-2.230011781985767,-0.0785894685141054,-0.990224963098756,-0.0444930608850523,-1.0754921050994533,0.0679996144359593,-0.9761841613777018,-0.0311763540762975,-0.9845217292517516,0.0306941683624327,-0.8222599779180781,-0.084446990904993,3.6631926861115978,3.792555874913528,3.6600505876702907,3.65007190126333,3.461117143382499,False,True,False,True,stable
6685,OMEAD,6685.xyz,N=c1ncc2cc(=O)c(Br)c3n2c1=NNC=C3,-0.288349,-0.080121,-90003.44263230964,-90005.37907789141,-1.7024455817703856,stable,yes,-2.481219654355946,-0.1245699036158534,-2.8007863314229766,0.0759483316412096,-2.453431117513066,-0.1213823621642666,-2.4698929160153025,-0.0587286961112571,-2.1396942072258542,-0.1731903871351613,-0.9911746403794488,-0.1209132379144344,-1.206283619416099,0.09138290042006,-0.970376163704604,-0.11744895669366,-0.9784511417288344,-0.0548801901568613,-0.8206109680839808,-0.1692488182495343,3.664147261448302,3.7803828625561136,3.6657358620112492,3.6574339410494545,3.493470389797886,False,True,False,True,stable
6686,OMEAD,6686.xyz,N=C1Cc2c(Br)c(=O)c3snc4nc(n2c43)N1,-0.301254,-0.069601,-99773.44594624556,-99774.98889780806,-1.3089515624855412,stable,no,-2.506431817418424,-0.3124073620942418,-2.854974263986118,-0.0289403947022418,-2.4763352110354764,-0.3418487183648951,-2.494340711318048,-0.2816067972227113,-2.138164927478721,-0.3830870256813604,-0.9494005409238188,-0.3117044920609954,-1.0937299905962692,-0.0196860753214142,-0.9367028930874356,-0.340694411481027,-0.9449321596555496,-0.2805670502629612,-0.7854865143900399,-0.3819474129445288,3.3346857090133932,3.547450155256218,3.32739986110779,3.3177381873174503,3.130769588311054,False,True,False,True,stable
6687,OMEAD,6687.xyz,N#CC1c2c(ccc(OC=N)c2Br)CN1C=O,-0.317922,-0.032608,-90143.41232175352,-90144.60623943189,-0.9599176783489529,stable,yes,-2.466563603256197,-0.0166549993243828,-2.7438778047474086,0.3005614305583082,-2.4418801573731987,-0.0122919261098752,-2.459815452286596,0.0552478159466081,-2.105216023887686,-0.0695038597103636,-1.0463119781094492,-0.011884027472695,-1.2787703909748742,0.2996865845819678,-1.0192491688618726,-0.0060039196335846,-1.0282207619691643,0.0600427338156888,-0.854313354881388,-0.0620389609019822,2.8529402753473883,2.892150246145147,2.8643072865354653,2.85683667333657,2.686285246163632,False,True,False,True,stable
6689,OMEAD,6689.xyz,N=C1Cc2c(Br)cc(-c3cn[nH]c3)nc2CN1,-0.287577,-0.02182,-89061.55735900912,-89062.29072946568,-0.49937045655352996,stable,yes,-2.6425793483298783,-0.1060702446107205,-2.692548972238205,0.0225966048899793,-2.646341322085059,-0.0539612617394114,-2.6643615165146675,0.0228932089690496,-2.3031015578007072,-0.1249380736332682,-0.9862235291696468,-0.0949005159523003,-1.008705574135508,0.017926587270709,-0.9879152608756836,-0.0440296510257342,-0.9960071099576226,0.0299678965394615,-0.837623524986252,-0.1124858724751615,2.6348960043721816,2.6465438370369565,2.6427995506809867,2.635728128476583,2.445300690526092,False,True,False,True,stable
6690,OMEAD,6690.xyz,N=C1Cc2cncc(c2Br)C2CN=C(CN1)O2,-0.304803,-0.036322,-89633.41004304886,-89634.35358497895,-0.7095419300862122,stable,yes,-2.526843620335142,-0.0905311841196104,-2.6245196973943385,-0.1570028793776067,-2.5231673624376736,-0.0524896701250883,-2.540264818856156,0.0114459241999398,-2.197490369227961,-0.106199226568041,-0.8534668087437848,-0.0754549892601504,-0.8919461538972281,-0.1478187653659535,-0.8511437729428459,-0.035188672558767,-0.8578726038302317,0.0257408802419586,-0.7252905804858039,-0.0876097699976849,2.8659949365370294,2.919299587594976,2.874229101154155,2.8668665171473613,2.668331175398725,False,True,False,True,stable
6691,OMEAD,6691.xyz,C#CC1CNC(=N)Cc2c(csc(=O)c2Br)C1,-0.292446,-0.061584,-98525.09745306156,-98526.50251066654,-1.17105760499218,stable,no,-2.3888432663279175,-0.0923146181877084,-2.7438108647442423,0.2099649391185354,-2.355559662721051,-0.0746547024743286,-2.371249746390036,-0.0045023954975204,-2.0558268187873012,-0.1341268135800996,-0.9082025064547872,-0.0932213014826279,-1.052471274742253,0.2154534751505061,-0.8953565565788686,-0.0755502291020537,-0.9029537027105786,-0.0054605083070677,-0.7550982019770338,-0.1350177142726466,3.1187916815703915,3.33588573102614,3.1063955358620903,3.098365184506638,2.9388953211099005,False,True,False,True,stable
6692,OMEAD,6692.xyz,N#CC1CNC(=N)Cc2c(noc(=N)c2Br)C1,-0.316341,-0.068292,-90069.38079424542,-90071.03717428271,-1.4223800372969126,stable,yes,-2.473191207797331,0.0311088698454632,-2.604917705247633,0.134771451252868,-2.459751777649438,0.0676483154762531,-2.476126771838625,0.1327994422978015,-2.1469800551314573,0.0087699567562908,-1.1143311847414572,0.027393699669732,-1.1695354624746237,0.1606162789794183,-1.108914758875499,0.0634324558459446,-1.1181737041915043,0.1289781477268067,-0.9372550120566407,0.004172865644535,3.245524890177055,3.351607107796472,3.244511810373038,3.237001196440543,3.0955079892599735,False,True,False,True,stable
6694,OMEAD,6694.xyz,C#CCC1=Nc2nc(=O)oc(Br)c2CC(=N)N1,-0.315912,-0.065717,-90579.15909659752,-90580.77993720752,-1.3868406100049615,stable,yes,-2.6862397408828618,-0.0985952775904807,-3.076479006577326,0.1337942904749401,-2.64245798555991,-0.1085649842409192,-2.6614969741840495,-0.0437665169482471,-2.2836263707006506,-0.1604187243359274,-1.0382386327682225,-0.1013441715416442,-1.2366898913421498,0.137734770905231,-1.0138765533231897,-0.1112570064007748,-1.0222456864019849,-0.0467529662765009,-0.8584911185749353,-0.1628010809526802,3.500092824168437,3.6985702056704293,3.4911054484587725,3.4807300200818263,3.277593505513924,False,True,False,True,stable
6695,OMEAD,6695.xyz,N#CCC1CNC(=N)Cc2c(ccnc2Br)N1,-0.305581,-0.01854,-89093.3496903686,-89093.66944997439,-0.08575960578711236,stable,yes,-2.555365776074511,-0.0381166174127087,-2.605143015502193,0.1101337204939837,-2.5591103345443154,0.0111871439437968,-2.5770535207588985,0.0826303589491458,-2.2193177083091955,-0.0543585479370652,-1.1771067577921028,-0.0374942930743291,-1.2068205000105998,0.1124270958870154,-1.1793329210681345,0.0120067508118333,-1.1900177428743497,0.0827892734282073,-0.9840575030509314,-0.0533419306532059,1.9326409484079,1.954375496671737,1.9409542981507226,1.93435662613133,1.7900364283292356,False,True,False,True,stable
6696,OMEAD,6696.xyz,N=C1Cc2c(Br)nc([nH]c2=N)NC(=N)CCN1,-0.282254,-0.042917,-89998.58344305778,-89999.797404369,-0.9799613112231018,stable,yes,-2.60856539119253,-0.1262202740191208,-2.6582024919956972,-0.0892043570649803,-2.612300697791978,-0.1003768068617406,-2.630197352540946,-0.0377027322711803,-2.272351333988469,-0.1516925779069121,-1.285755280980063,-0.1079949057586694,-1.316775169601805,-0.0745983749106887,-1.28808158214701,-0.0790904300825168,-1.2992415147074057,-0.0167382661575897,-1.0826552296659182,-0.1306679746360054,2.78899678969602,2.8039946157712854,2.799881615170233,2.7934668036472936,2.658682018816559,False,True,False,True,stable
6697,OMEAD,6697.xyz,N=C1Cc2c(nc(=N)oc2Br)N=C(CC=O)N1,-0.292528,-0.059079,-91049.1402462267,-91050.55490890582,-1.1806626791189192,stable,yes,-2.8338427199784455,-0.129851088906309,-3.0434724148534813,0.0311575782217509,-2.8106134504243943,-0.1482767329485914,-2.831464717183037,-0.0879110000119334,-2.419280287117211,-0.1916407935363385,-1.55319773680108,-0.1272260067496198,-1.7134409477140715,0.0514303309692894,-1.5375139117502772,-0.1442527135712595,-1.5567169850163245,-0.0838967767326258,-1.2045611388468191,-0.1879395011661419,2.9319327444529737,2.9989668990058673,2.927424634564939,2.925786237170368,2.867083119759508,False,True,False,True,stable
6699,OMEAD,6699.xyz,N=C1Cc2[nH]cc(c(=O)c2Br)NC=NCCN1,-0.282288,-0.020923,-90102.94261411112,-90103.57506571009,-0.3984515989399515,stable,yes,-2.6321173877537167,-0.1607936971991924,-3.079368039153005,0.04045407524685,-2.588791967330399,-0.160004839194399,-2.606688622079367,-0.0975753949406132,-2.2490409745118827,-0.2069768571072776,-1.1481628256100191,-0.1623523652403986,-1.3870706084553022,0.0775853684666105,-1.1259885413904225,-0.1634631339108252,-1.1358847773056784,-0.1013975058531101,-0.9442173166136066,-0.2103290274284401,2.348847493042443,2.5958803228574148,2.333433332801143,2.325796730163502,2.167923086517065,False,True,False,True,stable
6700,OMEAD,6700.xyz,N=C1CNC(=N)Cc2c(Br)[nH]c(cc2=O)CN1,-0.295078,-0.035015,-90102.61117646804,-90103.5831387833,-0.7379623152486748,stable,yes,-2.4782081705549635,-0.0780749012539935,-3.00153667978045,0.0178487627141823,-2.4281677970497944,-0.0714241670369683,-2.4445906832737667,-0.0138748122823082,-2.1158254701618806,-0.1148290446998169,-1.1330768346525346,-0.0808112779687926,-1.3882491334703977,0.0226298027777285,-1.108276651934747,-0.0751526707905659,-1.1175682509108338,-0.0184207459932702,-0.9365314613720096,-0.1178386237039615,2.548357274436305,2.8240309016222733,2.5284388139006455,2.5221249566101247,2.382246745034401,False,True,False,True,stable
6701,OMEAD,6701.xyz,N=C1Cc2ncnc(c2Br)C(=O)NC(=N)CN1,-0.314621,-0.051388,-90507.89586121948,-90509.41580637364,-1.2859451541702729,stable,yes,-2.555180194439717,-0.0910778608121354,-2.9526087076287113,-0.051877141884733,-2.512659414623565,-0.0958052944503817,-2.5292267932933963,-0.0409765338081481,-2.1957951000420817,-0.1359456224466188,-1.026458552780119,-0.090001650598628,-1.1910890550388449,-0.0387139072783595,-1.0090895267552955,-0.0950115383965761,-1.0171462731526475,-0.0405615602112837,-0.8588056821670503,-0.1347733560497061,3.283743006043378,3.5286280413665128,3.2664406479078862,3.2583087980923473,3.092106838442217,False,True,False,True,stable
6704,OMEAD,6704.xyz,N=C1Cc2c(Br)oc(=N)c(Br)c2N=C(C=O)N1,-0.28058,-0.086657,-159574.5058339372,-159576.7302399021,-1.990405964894686,stable,yes,-2.079065340211709,-0.1177790307743134,-2.363881447992728,0.0760247956285662,-2.049839498097591,-0.131951535591028,-2.062985045304754,-0.0716399533073378,-1.7974555497368234,-0.1755542400112014,-0.7507525440479028,-0.1202579878021396,-0.8664482713090398,0.1075064614266224,-0.7302816924292054,-0.1348484594678927,-0.7363876547505435,-0.074292246847428,-0.6173481926970983,-0.1787951157742541,3.7842398040306655,3.98732080737643,3.782351061908806,3.7750668466862067,3.6352724461713586,False,True,False,True,stable
6705,OMEAD,6705.xyz,N=C1Cc2[nH]c(nc(=N)c2Br)CNC(=O)CN1,-0.283425,-0.023095,-90540.58689667992,-90541.1729553192,-0.3520586392664118,stable,yes,-2.9748806807147172,-0.1089527464543827,-3.2176334320345545,-0.0018849325281835,-2.953038647486446,-0.1125326760546111,-2.9751231341408197,-0.0549691713805824,-2.539622085980226,-0.1543260955924557,-1.2909238111432388,-0.1213839948472707,-1.504253437819301,0.0314386718122826,-1.2684648958532685,-0.1273672338294707,-1.2796071410144534,-0.0686766336549749,-1.063918015283695,-0.1701467939017655,2.491584260445002,2.5667622378221315,2.501867170118386,2.4897978331247304,2.279942011653633,False,True,False,True,stable
6707,OMEAD,6707.xyz,N=C1CCNc2nc(=O)c(Br)c([nH]2)CC(=N)N1,-0.300506,-0.02371,-90540.49429226053,-90541.25495818364,-0.5266659231387312,stable,yes,-3.1120706797242614,-0.1288752886975511,-3.6550866248403326,-0.0290680160903922,-3.051019492039734,-0.1373919074743791,-3.0743736618435955,-0.081312511651038,-2.6155162669684677,-0.1768138549488312,-1.4196731111356435,-0.1238449923620522,-1.6621864022815522,-0.0316593561316643,-1.393741479096044,-0.1314927516668881,-1.406566476206744,-0.0765981394768242,-1.1600335195048477,-0.1698700541325779,2.6920937880628477,2.9849748056562393,2.667187480949796,2.6578430918899123,2.4570924714186044,False,True,False,True,stable
6708,OMEAD,6708.xyz,N#CC1c2c(n[nH]c(=N)c2Br)OC(=O)N1C=N,-0.305996,-0.075414,-91453.37867532756,-91455.2360946981,-1.6234193705426296,stable,yes,-2.338657584035387,0.0072730585554047,-2.51188062483063,0.1982817316553393,-2.319593288824685,-0.0068665204873946,-2.3349173793869276,0.0488885156458071,-2.026586554639981,-0.0506096356459169,-1.1234714884258348,-0.0012743090846662,-1.273582812843318,0.2201202274037684,-1.102589744917783,-0.0175420904232536,-1.111854676738137,0.0381103587945265,-0.9307172050807296,-0.0608511840165309,3.298058098512111,3.3515556782783706,3.30370391634014,3.2977473445136725,3.177047171731267,False,True,False,True,stable
6709,OMEAD,6709.xyz,N=C1Cc2c(Br)oc(cc2=N)OCCC(=O)N1,-0.306642,-0.037472,-91184.38667571433,-91185.40705388348,-0.7863781691525364,stable,yes,-1.775629571224759,-0.0654806566745338,-2.5106275406250163,0.1415250444991488,-2.229856949214216,-0.0988529693912876,-2.24453912324203,-0.0510077381850728,-1.949382145540984,-0.1283302446880302,-0.6508995563166303,-0.0761603083179029,-0.859575764317297,0.1566183825301513,-0.6215626917582368,-0.1092066286615135,-0.6260596449790771,-0.0608081900307574,-0.5363600407361995,-0.1391889472341775,2.368428532417296,2.9205232834912582,2.8630571955698048,2.8523187673382897,2.6565415714111738,False,True,False,True,stable
6710,OMEAD,6710.xyz,N=C1Cc2c(n[nH]c(=O)c2Br)OC(=O)N1C=O,-0.325152,-0.073148,-92568.8968821107,-92570.64190622268,-1.511024111980456,stable,yes,-2.182446283800914,-0.0446979626020615,-2.753279337712436,0.2513028400982481,-2.1064095151636515,-0.1324263742313745,-2.11983914921352,-0.0913962339979265,-1.8483547145021264,-0.1482895222987899,-0.5039148198519158,-0.0435393018968492,-0.515229040956195,0.2696541970638459,-0.5157985752107769,-0.1297740806912843,-0.5205570298261002,-0.0880070561953387,-0.4290916789143353,-0.1467618752346607,3.6587142366346663,4.235425765702295,3.5816954091704636,3.5722873454734207,3.399814794632376,False,True,False,True,stable
6711,OMEAD,6711.xyz,N=C1Cc2c(nc(=N)[nH]c2Br)N(C=O)C(=O)N1,-0.291346,-0.054453,-91487.68978866296,-91489.30847739676,-1.3846887337971712,stable,yes,-2.248221095530012,-0.227619140441401,-2.541352729964526,0.1858831369225324,-2.214871368261481,-0.2912167693845894,-2.2291842838165445,-0.2345291991422371,-1.94052239121947,-0.32472595535985,-0.9809619360752398,-0.2278234979307421,-1.2350346228898703,0.1793630173458318,-0.9481145309442904,-0.2912842536154237,-0.9555160272293474,-0.2357479970047655,-0.8097936268406029,-0.3237052563684806,3.119743535762602,3.1524867212951264,3.12513819252184,3.1193780868835272,2.9844381971674077,False,True,False,True,stable
6713,OMEAD,6713.xyz,Brc1nc2ccocccc-2n2nnccc12,-0.2416,-0.066335,-89565.58042873745,-89567.3724950727,-1.558066335256095,stable,yes,-2.0741632094920286,-0.0563759999024113,-2.1469601908215745,0.1142396461353524,-2.0720924232152163,-0.0197034906067908,-2.0859566230579984,0.0487826633643774,-1.8081931616268367,-0.0841141956859994,-0.4801854050709551,-0.0560323201300574,-0.5197624574307926,0.1136344649685154,-0.4759390686912375,-0.0196066180818834,-0.4796153265887052,0.0487279684837415,-0.4070373968955368,-0.0836766366409122,3.6203878194495225,3.65265888748004,3.6323529368447525,3.6223165623049813,3.427659659032482,False,True,False,True,stable
6714,OMEAD,6714.xyz,N#CCCNc1cc(=N)n2nnccc2c1Br,-0.257304,-0.068244,-89496.12127134351,-89497.87074587724,-1.5154745337317,stable,yes,-2.6780629922847115,-0.0121506990300243,-2.7341799398171456,0.1210076614148356,-2.682276675004348,0.0397454908230893,-2.70248520888706,0.1128064225716246,-2.3047949221897484,-0.0304881781900876,-1.053183396645856,-0.0153276280420847,-1.079364284957408,0.1415239560438127,-1.0551513238934125,0.0360474638189008,-1.0645648298671355,0.1094030948496683,-0.8827054402081009,-0.0345113812259174,3.605177200358495,3.6588064832204146,3.617991585029668,3.606901857838447,3.4015408126775175,False,True,False,True,stable
6715,OMEAD,6715.xyz,O=CNc1cc(=O)c(Br)c2c(=O)nn[nH]cc1-2,-0.299691,-0.09348,-91556.544034827,-91558.89525481829,-2.1172199912947836,stable,yes,-2.3539454834577067,-0.0406815624120819,-3.0295390980968615,0.2518881569552025,-2.275444724053488,-0.1074558482534966,-2.291612911728828,-0.0603975702552371,-1.970974650383468,-0.1331325096306291,-1.274186905554819,-0.0459537679460151,-1.7205983578900224,0.2599707541667854,-1.2210857956447114,-0.1156682437639021,-1.2328283239237217,-0.0688295616296882,-1.0085654355109932,-0.1405712855109456,3.659706363663738,3.9022433287132055,3.6355725877254392,3.6313665241931545,3.540190430286942,False,True,False,True,stable
6719,OMEAD,6719.xyz,N=c1nc2c(=N)cc3cnoc(Br)c-3c2n[nH]1,-0.275194,-0.083664,-90441.0061727174,-90442.95615949988,-1.715986782477936,stable,yes,-2.827724240420743,-0.0974439639587867,-2.9044532666517258,-3.8095936761324046e-06,-2.829266581631909,-0.0724456823698398,-2.8513864430847033,-0.0068251591846252,-2.4185091165116286,-0.1316018693143258,-0.7331149416689118,-0.1023643263053457,-0.7738996352240832,0.0251079434640526,-0.7333671911930385,-0.0783350420793065,-0.7400543886638209,-0.0125098892909167,-0.6114272677828865,-0.1376719126095748,4.273675718883208,4.339652166963307,4.289634106792527,4.273996813207339,3.984998587911429,False,True,False,True,stable
6720,OMEAD,6720.xyz,O=C(C1=C2C=NOC(Br)=C2S(=O)(=O)N1)C1CO1,-0.286538,-0.08433,-102467.6142077728,-102469.64503522156,-1.7968274487470044,stable,yes,-2.0371334147323537,-0.0856461965714726,-2.5854743554661557,0.1611403702237205,-1.967805884786428,-0.1808740654660863,-1.9801593086227895,-0.1387083942033168,-1.7299465565435834,-0.1942900938242546,-0.5726763530231017,-0.0895556560246865,-0.8642055090891338,0.1832283943579362,-0.1903237625797328,-0.1821725926819795,-0.1916503175205288,-0.1395522192025802,-0.1650920073212058,-0.1970482396457745,3.7253750510030423,4.008184319258242,4.052492614850002,4.041011043737806,3.8269238521478623,False,True,False,True,stable
6723,OMEAD,6723.xyz,O=Cc1nc(=O)occnc2cnoc(Br)c1-2,-0.314003,-0.088895,-92095.4508428142,-92098.06860238763,-2.38375957341888,stable,yes,-2.333714636240605,-0.0314386718122826,-3.1224695098909327,0.1325583494408691,-2.243186445373169,-0.0879148096056095,-2.2579867168049437,-0.0422336997212718,-1.9603390811812087,-0.1138932452246584,-0.7489721032319788,-0.0309426082928834,-1.0110803115649083,0.1816163920052642,-0.7070497017368138,-0.0939339676138987,-0.7129374287632765,-0.0478710820204457,-0.597804432910871,-0.1197034198084283,4.436998169946905,5.012206814309299,4.391171479161373,4.3818771590469465,4.208484047105447,False,True,False,True,stable
6724,OMEAD,6724.xyz,O=Cc1coc(=O)ncnc2cnoc(Br)c1-2,-0.322749,-0.074468,-92096.01338483172,-92098.53375159856,-2.28636676685384,stable,yes,-2.050958974410706,-0.0465959565942774,-2.4234542412170823,0.1220433266670756,-2.0050299688235858,-0.1064955585332773,-2.0178878917082006,-0.0596900742868125,-1.7583712955303772,-0.1333548266330148,-0.6317068233762753,-0.077313526746435,-0.896807195427973,0.1861198759581206,-0.591503637084382,-0.1430499704249377,-0.5961039935621458,-0.0954988942732871,-0.5052933485350077,-0.1700657039792307,4.142901347736113,4.345090361933995,4.14034184501342,4.131338686701383,3.9707338365029936,False,True,False,True,stable
6725,OMEAD,6725.xyz,N=c1[nH]nnc2c(=O)nc3cnoc(Br)c-3c12,-0.311293,-0.096458,-91418.6619804043,-91421.11878192375,-2.22280151945271,stable,yes,-2.259162792795532,0.0113759909445993,-2.6821229306881325,0.0261172136743937,-2.2088149306579323,0.0065239291703767,-2.223004034418522,0.0590748249081171,-1.936551978267438,-0.0358207929951709,-0.9488217547988808,0.0211163056329679,-1.1862037953768731,0.0370937415106672,-0.914419491220401,0.0174781436722614,-0.9218555459623776,0.0696535223190688,-0.776020762560187,-0.0249664442703677,4.0108828721377305,4.197697182600243,4.002528705319807,3.996151173392126,3.862187083884765,False,True,False,True,stable
6726,OMEAD,6726.xyz,N#CC1CNc2c3c(c(Br)c(Br)c21)CC(=N)O3,-0.278493,-0.017213,-158128.0267446587,-158128.89776716358,-0.6370225048707798,stable,yes,-2.513582968976193,-0.0917437233639566,-2.6047797435337903,0.1052481887181779,-2.507709119755265,-0.061402486644234,-2.5254501253911794,0.0087930864321816,-2.17186132777178,-0.1208128279096849,-0.8995231636052214,-0.0818627258234051,-0.9631616096235112,0.1152600730128879,-0.8906421844046548,-0.052768586804948,-0.8980077616636226,0.0147975502934342,-0.7536238892243706,-0.1100224259358738,2.7289633077823026,2.756652523075769,2.7384693324595895,2.730723340060675,2.534050345392,False,True,False,True,stable
6727,OMEAD,6727.xyz,N=C1Cc2c(cc3c(OC=O)csc3c2Br)O1,-0.280093,-0.029723,-100014.97500002118,-100015.4785678959,-0.2695678747226484,stable,yes,-2.180868567791327,-0.0711694684883355,-2.3977596203269056,0.2380680395535302,-2.1528797551666163,-0.0849552995469226,-2.167537166835536,-0.0236660122576365,-1.8740912409227408,-0.1319836450234411,-0.615900547100168,-0.0713781797990208,-0.7698595611305449,0.2476867193580965,-0.5905868855776042,-0.0852959860671025,-0.5952966318166398,-0.0243982705849559,-0.5025716659672451,-0.1320356187657369,2.302327184103122,2.375086613723575,2.309076151414225,2.2995200577914807,2.1090354759358485,False,True,False,True,stable
6728,OMEAD,6728.xyz,N=C1CCNc2c(nc3c(c2Br)CC(=N)O3)N1,-0.281584,-0.022067,-90071.33260010889,-90072.4200951552,-0.8534950463039568,stable,yes,-2.6873962246774017,-0.0682075094051425,-2.7945353324281115,-0.0621186902553469,-2.680139220838204,-0.0389147272878585,-2.6995365833817337,0.027248935110039,-2.314686532169826,-0.0938482517561857,-1.3252836249636128,-0.0611624822426377,-1.4102108967856326,-0.033291222794219,-1.3163607402326087,-0.0349445864496605,-1.3287824646413064,0.0284799780950978,-1.090442583367601,-0.0873085399834364,2.6906526731802507,2.734646949407564,2.693480208029443,2.68924366774775,2.552278706878931,False,True,False,True,stable
6730,OMEAD,6730.xyz,N=C1Cc2c(nc(=O)oc2Br)-n2cncc2O1,-0.310203,-0.080628,-91558.47364463712,-91560.41359803831,-1.705953401189996,stable,yes,-2.2185595991676452,-0.1219763866639093,-2.578492186599307,0.1212329716693955,-2.1732281555600097,-0.1643915863124655,-2.1876379436399804,-0.1103369895279888,-1.8982462417400925,-0.2006472172143835,-0.8887994295207428,-0.1284725602232171,-1.0994413878582936,0.1286197738074162,-0.8569419745179194,-0.1724238424647567,-0.8641418344519757,-0.1188217709862377,-0.7235193915402363,-0.2079926580496348,3.497217397277591,3.66039100206903,3.4889647289197514,3.482207326079795,3.341334810554601,False,True,False,True,stable
6731,OMEAD,6731.xyz,N=C1Cc2c(ccnc2Br)C2(COCOC2)O1,-0.323366,-0.029208,-90748.65478440856,-90749.1779632552,-0.2891788466189755,stable,yes,-2.465209836932,-0.0619426326047428,-2.788968427611946,0.0804591626675844,-2.4271362135050643,-0.0649206464041423,-2.4438230501480263,-0.0070648914723875,-2.1100618270437264,-0.1077350370471903,-0.9246417195088004,-0.0661331856484885,-1.2077078632233045,0.0860453875659645,-0.8835759323630971,-0.0700197875396455,-0.8912675019952085,-0.0124554665241148,-0.7419434028995145,-0.112070898878297,2.2935564109984297,2.344025635905997,2.304343819720066,2.2956399866254396,2.1209614089320805,False,True,False,True,stable
6732,OMEAD,6732.xyz,N=C1Cc2c(c(C=O)c3nc[nH]c3c2Br)CO1,-0.306071,-0.055658,-90144.1654743416,-90145.37680240726,-0.9773280656776624,stable,yes,-2.674278705195142,-0.1535951978343062,-3.1942871535318793,0.11854367064788,-2.6185827177639203,-0.1675369501197808,-2.6385321992766557,-0.1059385415150599,-2.246697530173394,-0.2145595812057851,-0.9588173122635502,-0.1532504296066163,-1.1485739896132072,0.1268711703100714,-0.933521338140197,-0.1673189869387392,-0.941262160376264,-0.1059173166360072,-0.7898188387413045,-0.2141076001274954,3.1611342268369444,3.499368729258526,3.1426193294571068,3.1306074084824274,2.902658738188041,False,True,False,True,stable
