dataset_id,dataset_version,canonical_smiles,original_ids,representative_smiles,source_groups,groundState_charge,reduction_potential,duplicate_count,target_min,target_max,target_range,cleaning_action,murcko_scaffold
D3R_000001,D3TaLES-Reduction-v1,B1C=CC1c1ccccc1,02EPYL,B1C=CC1c1ccccc1,Ganapathysubramanian,0.0,6.523,1,6.523,6.523,0.0,kept_unique,B1C=CC1c1ccccc1
D3R_000002,D3TaLES-Reduction-v1,B1C=CC=C(c2ccccn2)N1,80TVDV,B1C=CC=C(c2ccccn2)N1,csd,0.0,6.693,1,6.693,6.693,0.0,kept_unique,B1C=CC=C(c2ccccn2)N1
D3R_000003,D3TaLES-Reduction-v1,BrB(Br)c1ccc(Br)cc1,80IGXY,BrB(Br)c1ccc(Br)cc1,csd,0.0,7.366,1,7.366,7.366,0.0,kept_unique,c1ccccc1
D3R_000004,D3TaLES-Reduction-v1,BrC/C=C/c1c[nH]c2ncccc12,81URMC,BrC/C=C/c1c[nH]c2ncccc12,Zinc,0.0,9.084,1,9.084,9.084,0.0,kept_unique,c1cnc2[nH]ccc2c1
D3R_000005,D3TaLES-Reduction-v1,BrC1=C(Br)C2C=CC1c1ccccc12,80YIAU,BrC1=C(Br)C2C=CC1c1ccccc12,csd,0.0,6.684,1,6.684,6.684,0.0,kept_unique,C1=CC2C=CC1c1ccccc12
D3R_000006,D3TaLES-Reduction-v1,BrC1=CC(Br)C(Br)(Br)C=C(Br)c2ccccc21,80ZTXC,BrC1=CC(Br)C(Br)(Br)C=C(Br)c2ccccc21,csd,0.0,8.479,1,8.479,8.479,0.0,kept_unique,C1=Cc2ccccc2C=CCC1
D3R_000007,D3TaLES-Reduction-v1,BrC1=CC=CC=C(Br)c2ccccc21,80HFXU,BrC1=CC=CC=C(Br)c2ccccc21,csd,0.0,7.066,1,7.066,7.066,0.0,kept_unique,C1=CC=Cc2ccccc2C=C1
D3R_000008,D3TaLES-Reduction-v1,BrC1=CC=CN2B1C=Cc1ccccc12,80MRIZ,BrC1=CC=CN2B1C=Cc1ccccc12,csd,0.0,6.477,1,6.477,6.477,0.0,kept_unique,C1=CB2C=Cc3ccccc3N2C=C1
D3R_000009,D3TaLES-Reduction-v1,BrC1=CN=CNC1c1ccc[nH]1,80SATR,BrC1=CN=CNC1c1ccc[nH]1,csd,0.0,6.719,1,6.719,6.719,0.0,kept_unique,C1=CC(c2ccc[nH]2)NC=N1
D3R_000010,D3TaLES-Reduction-v1,BrC=C1C=CC=C(Br)C12CCc1c(Br)cccc1C2Br,80PHRI,BrC=C1C=CC=C(Br)C12CCc1c(Br)cccc1C2Br,csd,0.0,7.138,1,7.138,7.138,0.0,kept_unique,C=C1C=CC=CC12CCc1ccccc1C2
D3R_000011,D3TaLES-Reduction-v1,BrCC1O[C@H](c2ccccc2)[C@@H](c2ccccc2)O1,06FVII,BrCC1O[C@H](c2ccccc2)[C@@H](c2ccccc2)O1,Zinc,0.0,6.105,1,6.105,6.105,0.0,kept_unique,c1ccc([C@H]2OCO[C@@H]2c2ccccc2)cc1
D3R_000012,D3TaLES-Reduction-v1,BrCCC1(c2ccccc2)C=CCC=C1,80BWXX,BrCCC1(c2ccccc2)C=CCC=C1,csd,0.0,7.108,1,7.108,7.108,0.0,kept_unique,C1=CC(c2ccccc2)C=CC1
D3R_000013,D3TaLES-Reduction-v1,BrCCC[C@H]1Cc2ccccc2S1,81KPRV,BrCCC[C@H]1Cc2ccccc2S1,Zinc,0.0,5.513,1,5.513,5.513,0.0,kept_unique,c1ccc2c(c1)CCS2
D3R_000014,D3TaLES-Reduction-v1,BrCCc1noc2ccccc12,81PCTI,BrCCc1noc2ccccc12,Zinc,0.0,7.174,1,7.174,7.174,0.0,kept_unique,c1ccc2oncc2c1
D3R_000015,D3TaLES-Reduction-v1,BrCc1c(OCc2nccs2)ccc2ccccc12,81GVOF,BrCc1c(OCc2nccs2)ccc2ccccc12,Zinc,0.0,9.415,1,9.415,9.415,0.0,kept_unique,c1ccc2cc(OCc3nccs3)ccc2c1
D3R_000016,D3TaLES-Reduction-v1,BrCc1ccc(OC[C@@H]2CCOC2)cn1,06MKOA,BrCc1ccc(OC[C@@H]2CCOC2)cn1,Zinc,0.0,7.719,1,7.719,7.719,0.0,kept_unique,c1cncc(OC[C@@H]2CCOC2)c1
D3R_000017,D3TaLES-Reduction-v1,BrCc1ccc(OC[C@@H]2COc3ccccc32)cn1,81OMGJ,BrCc1ccc(OC[C@@H]2COc3ccccc32)cn1,Zinc,0.0,7.831,1,7.831,7.831,0.0,kept_unique,c1cncc(OC[C@@H]2COc3ccccc32)c1
D3R_000018,D3TaLES-Reduction-v1,Br[C@@H](Cc1nc2ccccc2o1)[C@H]1CCCOC1,81XYQW,Br[C@@H](Cc1nc2ccccc2o1)[C@H]1CCCOC1,Zinc,0.0,8.393,1,8.393,8.393,0.0,kept_unique,c1ccc2oc(CC[C@H]3CCCOC3)nc2c1
D3R_000019,D3TaLES-Reduction-v1,Br[C@H](Cc1ccc2ccccc2n1)[C@H]1CCCCO1,81YMQY,Br[C@H](Cc1ccc2ccccc2n1)[C@H]1CCCCO1,Zinc,0.0,6.517,1,6.517,6.517,0.0,kept_unique,c1ccc2nc(CC[C@H]3CCCCO3)ccc2c1
D3R_000020,D3TaLES-Reduction-v1,Br[C@H](Cc1ccncc1)[C@@H]1COCCO1,81JYOV,Br[C@H](Cc1ccncc1)[C@@H]1COCCO1,Zinc,0.0,6.666,1,6.666,6.666,0.0,kept_unique,c1cc(CC[C@@H]2COCCO2)ccn1
D3R_000021,D3TaLES-Reduction-v1,Br[C@H]1CCCC[C@H]1Cc1nccs1,81IATT,Br[C@H]1CCCC[C@H]1Cc1nccs1,Zinc,0.0,8.935,1,8.935,8.935,0.0,kept_unique,c1csc(CC2CCCCC2)n1
D3R_000022,D3TaLES-Reduction-v1,Br[C@H]1CCC[C@@H]1C[C@H]1COc2ccccc21,06SGAA,Br[C@H]1CCC[C@@H]1C[C@H]1COc2ccccc21,Zinc,0.0,5.423,1,5.423,5.423,0.0,kept_unique,c1ccc2c(c1)OC[C@@H]2CC1CCCC1
D3R_000023,D3TaLES-Reduction-v1,Br[C@H]1c2ccccc2CC[C@@H]1Cc1nccs1,81WAIT,Br[C@H]1c2ccccc2CC[C@@H]1Cc1nccs1,Zinc,0.0,7.748,1,7.748,7.748,0.0,kept_unique,c1ccc2c(c1)CC[C@H](Cc1nccs1)C2
D3R_000024,D3TaLES-Reduction-v1,Brc1c2c(c(Br)c3c1C1C=CC3O1)C1C=CC2O1,80DGHC,Brc1c2c(c(Br)c3c1C1C=CC3O1)C1C=CC2O1,csd,0.0,6.417,1,6.417,6.417,0.0,kept_unique,C1=CC2OC1c1cc3c(cc12)C1C=CC3O1
D3R_000025,D3TaLES-Reduction-v1,Brc1cc(Br)nc([C@@H]2CCOC2)c1,81CEXH,Brc1cc(Br)nc([C@@H]2CCOC2)c1,Zinc,0.0,7.475,1,7.475,7.475,0.0,kept_unique,c1ccc([C@@H]2CCOC2)nc1
D3R_000026,D3TaLES-Reduction-v1,Brc1cc([C@@H]2CCCS2)ccn1,81WWEI,Brc1cc([C@@H]2CCCS2)ccn1,Zinc,0.0,7.081,1,7.081,7.081,0.0,kept_unique,c1cc([C@@H]2CCCS2)ccn1
D3R_000027,D3TaLES-Reduction-v1,Brc1cc2c(cc1/C=N\Nc1ccccn1)OCO2,06HLHUTW,Brc1cc2c(cc1/C=N\Nc1ccccn1)OCO2,Zinc,0.0,6.995,1,6.995,6.995,0.0,kept_unique,C(=N\Nc1ccccn1)\c1ccc2c(c1)OCO2
D3R_000028,D3TaLES-Reduction-v1,Brc1cc2c(s1)CN(C[C@H]1CCCCO1)CC2,81WFEE,Brc1cc2c(s1)CN(C[C@H]1CCCCO1)CC2,Zinc,0.0,6.866,1,6.866,6.866,0.0,kept_unique,c1cc2c(s1)CN(C[C@H]1CCCCO1)CC2
D3R_000029,D3TaLES-Reduction-v1,Brc1ccc(C#CI)cc1,80OVXV,Brc1ccc(C#CI)cc1,csd,0.0,7.399,1,7.399,7.399,0.0,kept_unique,c1ccccc1
D3R_000030,D3TaLES-Reduction-v1,Brc1ccc(CNn2cccc2)o1,81LNTD,Brc1ccc(CNn2cccc2)o1,Zinc,0.0,8.087,1,8.087,8.087,0.0,kept_unique,c1coc(CNn2cccc2)c1
D3R_000031,D3TaLES-Reduction-v1,Brc1ccc(I)cc1,90OAGN,Brc1ccc(I)cc1,Risko_benchmark,0.0,7.096,1,7.096,7.096,0.0,kept_unique,c1ccccc1
D3R_000032,D3TaLES-Reduction-v1,Brc1ccc(NCCCOC[C@@H]2CCOC2)nc1,06SZTN,Brc1ccc(NCCCOC[C@@H]2CCOC2)nc1,Zinc,0.0,5.904,1,5.904,5.904,0.0,kept_unique,c1ccc(NCCCOC[C@@H]2CCOC2)nc1
D3R_000033,D3TaLES-Reduction-v1,Brc1ccc(NCc2cccs2)nc1,81ADBM,Brc1ccc(NCc2cccs2)nc1,Zinc,0.0,6.787,1,6.787,6.787,0.0,kept_unique,c1ccc(NCc2cccs2)nc1
D3R_000034,D3TaLES-Reduction-v1,Brc1ccc2c(c1)N=S=NS2,80WDAE,Brc1ccc2c(c1)N=S=NS2,csd,0.0,8.132,1,8.132,8.132,0.0,kept_unique,c1ccc2c(c1)N=S=NS2
D3R_000035,D3TaLES-Reduction-v1,Brc1ccc2c(c1)SN=S=N2,80LHEK,Brc1ccc2c(c1)SN=S=N2,csd,0.0,7.975,1,7.975,7.975,0.0,kept_unique,c1ccc2c(c1)N=S=NS2
D3R_000036,D3TaLES-Reduction-v1,Brc1cccc(OCCNc2ncnc3[nH]cnc23)c1,81ALVK,Brc1cccc(OCCNc2ncnc3[nH]cnc23)c1,Zinc,0.0,6.907,1,6.907,6.907,0.0,kept_unique,c1ccc(OCCNc2ncnc3[nH]cnc23)cc1
D3R_000037,D3TaLES-Reduction-v1,Brc1cccc(OCCn2ccnc2)c1,81OFKB,Brc1cccc(OCCn2ccnc2)c1,Zinc,0.0,6.57,1,6.57,6.57,0.0,kept_unique,c1ccc(OCCn2ccnc2)cc1
D3R_000038,D3TaLES-Reduction-v1,Brc1cccc2c1N=S=NS2,80MWBX,Brc1cccc2c1N=S=NS2,csd,0.0,8.026,1,8.026,8.026,0.0,kept_unique,c1ccc2c(c1)N=S=NS2
D3R_000039,D3TaLES-Reduction-v1,Brc1cccc2c1SN=S=N2,80ALUO,Brc1cccc2c1SN=S=N2,csd,0.0,7.963,1,7.963,7.963,0.0,kept_unique,c1ccc2c(c1)N=S=NS2
D3R_000040,D3TaLES-Reduction-v1,Brc1ccccc1,90LDWQ,Brc1ccccc1,Risko_benchmark,0.0,6.615,1,6.615,6.615,0.0,kept_unique,c1ccccc1
D3R_000041,D3TaLES-Reduction-v1,Brc1ccccc1N1CCCC1,06CCMZ,Brc1ccccc1N1CCCC1,Zinc,0.0,6.886,1,6.886,6.886,0.0,kept_unique,c1ccc(N2CCCC2)cc1
D3R_000042,D3TaLES-Reduction-v1,Brc1cccnc1Sc1ccccn1,81YMWH,Brc1cccnc1Sc1ccccn1,Zinc,0.0,7.234,1,7.234,7.234,0.0,kept_unique,c1ccc(Sc2ccccn2)nc1
D3R_000043,D3TaLES-Reduction-v1,Brc1ccnc(C2CCCC2)n1,81FWVX,Brc1ccnc(C2CCCC2)n1,Zinc,0.0,7.293,1,7.293,7.293,0.0,kept_unique,c1cnc(C2CCCC2)nc1
D3R_000044,D3TaLES-Reduction-v1,Brc1cn2c(CNCc3ccccn3)cnc2cn1,81ZFME,Brc1cn2c(CNCc3ccccn3)cnc2cn1,Zinc,0.0,7.647,1,7.647,7.647,0.0,kept_unique,c1ccc(CNCc2cnc3cnccn23)nc1
D3R_000045,D3TaLES-Reduction-v1,Brc1cn2ccnc2c(NC23CC4CC(CC(C4)C2)C3)n1,81NFRH,Brc1cn2ccnc2c(NC23CC4CC(CC(C4)C2)C3)n1,Zinc,0.0,7.448,1,7.448,7.448,0.0,kept_unique,c1cn2ccnc2c(NC23CC4CC(CC(C4)C2)C3)n1
D3R_000046,D3TaLES-Reduction-v1,Brc1cn2ccnc2c(N[C@H]2CCCOC2)n1,81ZVLZ,Brc1cn2ccnc2c(N[C@H]2CCCOC2)n1,Zinc,0.0,7.591,1,7.591,7.591,0.0,kept_unique,c1cn2ccnc2c(N[C@H]2CCCOC2)n1
D3R_000047,D3TaLES-Reduction-v1,Brc1cn2ccnc2c(Sc2cc3ccccc3[nH]2)n1,81TNNP,Brc1cn2ccnc2c(Sc2cc3ccccc3[nH]2)n1,Zinc,0.0,8.244,1,8.244,8.244,0.0,kept_unique,c1ccc2[nH]c(Sc3nccn4ccnc34)cc2c1
D3R_000048,D3TaLES-Reduction-v1,Brc1cnc(C2CCCCC2)s1,81YXHN,Brc1cnc(C2CCCCC2)s1,Zinc,0.0,8.231,1,8.231,8.231,0.0,kept_unique,c1csc(C2CCCCC2)n1
D3R_000049,D3TaLES-Reduction-v1,Brc1cnc(I)nc1,80BPBX,Brc1cnc(I)nc1,csd,0.0,6.894,1,6.894,6.894,0.0,kept_unique,c1cncnc1
D3R_000050,D3TaLES-Reduction-v1,Brc1cnc(N2CCCC2)cn1,81UEYG,Brc1cnc(N2CCCC2)cn1,Zinc,0.0,7.084,1,7.084,7.084,0.0,kept_unique,c1cnc(N2CCCC2)cn1
D3R_000051,D3TaLES-Reduction-v1,Brc1cnc(NC[C@@]2(N3CCOCC3)CCSC2)nc1,81FEMH,Brc1cnc(NC[C@@]2(N3CCOCC3)CCSC2)nc1,Zinc,0.0,6.238,1,6.238,6.238,0.0,kept_unique,c1cnc(NC[C@@]2(N3CCOCC3)CCSC2)nc1
D3R_000052,D3TaLES-Reduction-v1,Brc1cnc(NCc2cccc(Cn3ccnc3)c2)nc1,81WBCP,Brc1cnc(NCc2cccc(Cn3ccnc3)c2)nc1,Zinc,0.0,7.177,1,7.177,7.177,0.0,kept_unique,c1cnc(NCc2cccc(Cn3ccnc3)c2)nc1
D3R_000053,D3TaLES-Reduction-v1,Brc1cnc(NCc2ccncc2)nc1,81LYMP,Brc1cnc(NCc2ccncc2)nc1,Zinc,0.0,7.213,1,7.213,7.213,0.0,kept_unique,c1cnc(NCc2ccncc2)nc1
D3R_000054,D3TaLES-Reduction-v1,Brc1cnc(OC2CCCC2)cn1,81JHAS,Brc1cnc(OC2CCCC2)cn1,Zinc,0.0,7.524,1,7.524,7.524,0.0,kept_unique,c1cnc(OC2CCCC2)cn1
D3R_000055,D3TaLES-Reduction-v1,Brc1cnc2cn[nH]c2c1,81GQOP,Brc1cnc2cn[nH]c2c1,Zinc,0.0,7.156,1,7.156,7.156,0.0,kept_unique,c1cnc2cn[nH]c2c1
D3R_000056,D3TaLES-Reduction-v1,Brc1cnc2n1CCCC2,81WQOF,Brc1cnc2n1CCCC2,Zinc,0.0,7.489,1,7.489,7.489,0.0,kept_unique,c1cn2c(n1)CCCC2
D3R_000057,D3TaLES-Reduction-v1,Brc1cnc2ncoc2c1,81BNDT,Brc1cnc2ncoc2c1,Zinc,0.0,7.523,1,7.523,7.523,0.0,kept_unique,c1cnc2ncoc2c1
D3R_000058,D3TaLES-Reduction-v1,Brc1cncc(O[C@@H]2CCOC3(CCSCC3)C2)c1,81LCWJ,Brc1cncc(O[C@@H]2CCOC3(CCSCC3)C2)c1,Zinc,0.0,6.116,1,6.116,6.116,0.0,kept_unique,c1cncc(O[C@@H]2CCOC3(CCSCC3)C2)c1
D3R_000059,D3TaLES-Reduction-v1,Brc1cnn([C@@H]2CCOC3(CCSCC3)C2)c1,81IKUA,Brc1cnn([C@@H]2CCOC3(CCSCC3)C2)c1,Zinc,0.0,8.01,1,8.01,8.01,0.0,kept_unique,c1cnn([C@@H]2CCOC3(CCSCC3)C2)c1
D3R_000060,D3TaLES-Reduction-v1,Brc1csc(CN2CCN(Cc3ccon3)CC2)c1,81OXAJ,Brc1csc(CN2CCN(Cc3ccon3)CC2)c1,Zinc,0.0,8.606,1,8.606,8.606,0.0,kept_unique,c1csc(CN2CCN(Cc3ccon3)CC2)c1
D3R_000061,D3TaLES-Reduction-v1,Brc1csc(NCc2ccccc2)n1,81VBRU,Brc1csc(NCc2ccccc2)n1,Zinc,0.0,6.852,1,6.852,6.852,0.0,kept_unique,c1ccc(CNc2nccs2)cc1
D3R_000062,D3TaLES-Reduction-v1,Brc1csc(SC2CCOCC2)n1,81RKIJ,Brc1csc(SC2CCOCC2)n1,Zinc,0.0,8.268,1,8.268,8.268,0.0,kept_unique,c1csc(SC2CCOCC2)n1
D3R_000063,D3TaLES-Reduction-v1,Brc1nc([C@H]2CCOC2)sc1Br,81VYVK,Brc1nc([C@H]2CCOC2)sc1Br,Zinc,0.0,8.116,1,8.116,8.116,0.0,kept_unique,c1csc([C@H]2CCOC2)n1
D3R_000064,D3TaLES-Reduction-v1,Brc1ncccc1N1CCCC1,81BXSB,Brc1ncccc1N1CCCC1,Zinc,0.0,6.78,1,6.78,6.78,0.0,kept_unique,c1cncc(N2CCCC2)c1
D3R_000065,D3TaLES-Reduction-v1,C#CC(=O)Oc1cccc(C#N)c1,80JLSF,C#CC(=O)Oc1cccc(C#N)c1,csd,0.0,6.976,1,6.976,6.976,0.0,kept_unique,c1ccccc1
D3R_000066,D3TaLES-Reduction-v1,C#CC(C)(C)NC(=O)CN(c1ccccc1Br)S(C)(=O)=O,06NGZS,C#CC(C)(C)NC(=O)CN(c1ccccc1Br)S(C)(=O)=O,Zinc,0.0,6.004,1,6.004,6.004,0.0,kept_unique,c1ccccc1
D3R_000067,D3TaLES-Reduction-v1,C#CC(CC)(CC)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,80XUFD,C#CC(CC)(CC)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,csd,0.0,5.651,1,5.651,5.651,0.0,kept_unique,c1ccccc1
D3R_000068,D3TaLES-Reduction-v1,C#CC(NC(=O)C=C)c1ccccc1,80WHBT,C#CC(NC(=O)C=C)c1ccccc1,csd,0.0,6.409,1,6.409,6.409,0.0,kept_unique,c1ccccc1
D3R_000069,D3TaLES-Reduction-v1,C#CC(O)c1ccccc1C(O)C#C,80YRJB,C#CC(O)c1ccccc1C(O)C#C,csd,0.0,5.955,1,5.955,5.955,0.0,kept_unique,c1ccccc1
D3R_000070,D3TaLES-Reduction-v1,C#CC(c1ccc(Br)cc1)C1(OC)C(OC)=CC(=O)C=C1OC,80FUNI,C#CC(c1ccc(Br)cc1)C1(OC)C(OC)=CC(=O)C=C1OC,csd,0.0,6.809,1,6.809,6.809,0.0,kept_unique,O=C1C=CC(Cc2ccccc2)C=C1
D3R_000071,D3TaLES-Reduction-v1,C#CC1(O)C(Br)=C(Br)C(O)(C#C)c2cc(C)c(C)cc21,80ZNHR,C#CC1(O)C(Br)=C(Br)C(O)(C#C)c2cc(C)c(C)cc21,csd,0.0,7.689,1,7.689,7.689,0.0,kept_unique,C1=CCc2ccccc2C1
D3R_000072,D3TaLES-Reduction-v1,C#CC1(O)C(Cl)=C(Cl)C(O)(C#C)c2cc(C)c(C)cc21,80HEUE,C#CC1(O)C(Cl)=C(Cl)C(O)(C#C)c2cc(C)c(C)cc21,csd,0.0,6.51,1,6.51,6.51,0.0,kept_unique,C1=CCc2ccccc2C1
D3R_000073,D3TaLES-Reduction-v1,C#CC1(O)C(Cl)=C(Cl)C(O)(C#C)c2ccccc21,80EJCU,C#CC1(O)C(Cl)=C(Cl)C(O)(C#C)c2ccccc21,csd,0.0,6.375,1,6.375,6.375,0.0,kept_unique,C1=CCc2ccccc2C1
D3R_000074,D3TaLES-Reduction-v1,C#CC1(O)C=CC(O)(C#C)c2cc(C)c(C)cc21,80XSSV,C#CC1(O)C=CC(O)(C#C)c2cc(C)c(C)cc21,csd,0.0,6.007,1,6.007,6.007,0.0,kept_unique,C1=CCc2ccccc2C1
D3R_000075,D3TaLES-Reduction-v1,C#CC1(O)C=CC(O)(C#C)c2ccccc21,80LDPC,C#CC1(O)C=CC(O)(C#C)c2ccccc21,csd,0.0,7.42,1,7.42,7.42,0.0,kept_unique,C1=CCc2ccccc2C1
D3R_000076,D3TaLES-Reduction-v1,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,80RXYL,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,csd,0.0,5.913,1,5.913,5.913,0.0,kept_unique,C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21
D3R_000077,D3TaLES-Reduction-v1,C#CC1(OC[C@H](O)CN2CCN(c3ccccc3F)CC2)CCCCC1,81XWXT,C#CC1(OC[C@H](O)CN2CCN(c3ccccc3F)CC2)CCCCC1,Zinc,0.0,5.079,1,5.079,5.079,0.0,kept_unique,c1ccc(N2CCN(CCCOC3CCCCC3)CC2)cc1
D3R_000078,D3TaLES-Reduction-v1,C#CC1C(C(C)=CCO)=Cc2cc(OC)ccc2N1C(=O)OC,80RTCP,C#CC1C(C(C)=CCO)=Cc2cc(OC)ccc2N1C(=O)OC,csd,0.0,6.68,1,6.68,6.68,0.0,kept_unique,C1=Cc2ccccc2NC1
D3R_000079,D3TaLES-Reduction-v1,C#CC1N=C1c1ccccc1,80VHRF,C#CC1N=C1c1ccccc1,csd,0.0,6.797,1,6.797,6.797,0.0,kept_unique,c1ccc(C2=NC2)cc1
D3R_000080,D3TaLES-Reduction-v1,C#CCC1(O)C(=O)C2=C(OC(C)(C)CC2)c2ccccc21,80DZEE,C#CCC1(O)C(=O)C2=C(OC(C)(C)CC2)c2ccccc21,csd,0.0,6.738,1,6.738,6.738,0.0,kept_unique,O=C1Cc2ccccc2C2=C1CCCO2
D3R_000081,D3TaLES-Reduction-v1,C#CCCN1CCN(C(=O)c2cccc(Oc3ccccc3)c2)CC1,06NLKM,C#CCCN1CCN(C(=O)c2cccc(Oc3ccccc3)c2)CC1,Zinc,0.0,6.252,1,6.252,6.252,0.0,kept_unique,O=C(c1cccc(Oc2ccccc2)c1)N1CCNCC1
D3R_000082,D3TaLES-Reduction-v1,C#CCCN1CCN(S(=O)(=O)c2ccc(F)cc2Br)CC1,06LDAG,C#CCCN1CCN(S(=O)(=O)c2ccc(F)cc2Br)CC1,Zinc,0.0,6.855,1,6.855,6.855,0.0,kept_unique,O=S(=O)(c1ccccc1)N1CCNCC1
D3R_000083,D3TaLES-Reduction-v1,C#CCCOC(=O)[C-]([I+]c1ccccc1[N+](=O)[O-])C(C)=O,80VLAP,C#CCCOC(=O)[C-]([I+]c1ccccc1[N+](=O)[O-])C(C)=O,csd,0.0,8.389,1,8.389,8.389,0.0,kept_unique,c1ccccc1
D3R_000084,D3TaLES-Reduction-v1,C#CCCOC(=O)c1ccnc(OC(C)(C)C)c1,06HKHD,C#CCCOC(=O)c1ccnc(OC(C)(C)C)c1,Zinc,0.0,6.803,1,6.803,6.803,0.0,kept_unique,c1ccncc1
D3R_000085,D3TaLES-Reduction-v1,C#CCCOc1ccc(CN2[C@H](C)COC[C@@H]2C)cc1,06WWSL,C#CCCOc1ccc(CN2[C@H](C)COC[C@@H]2C)cc1,Zinc,0.0,5.436,1,5.436,5.436,0.0,kept_unique,c1ccc(CN2CCOCC2)cc1
D3R_000086,D3TaLES-Reduction-v1,C#CCN(C(=O)/C=C/c1c(Cl)cccc1Cl)[C@@H]1CCS(=O)(=O)C1,81LAPM,C#CCN(C(=O)/C=C/c1c(Cl)cccc1Cl)[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,10.01,1,10.01,10.01,0.0,kept_unique,O=C(/C=C/c1ccccc1)N[C@@H]1CCS(=O)(=O)C1
D3R_000087,D3TaLES-Reduction-v1,C#CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCS(=O)(=O)C1,81JRGV,C#CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,6.039,1,6.039,6.039,0.0,kept_unique,O=C(Cc1ccccc1)N[C@H]1CCS(=O)(=O)C1
D3R_000088,D3TaLES-Reduction-v1,C#CCN(C(=O)Nc1cc(Cl)ccc1Cl)[C@H]1CCS(=O)(=O)C1,81GZKN,C#CCN(C(=O)Nc1cc(Cl)ccc1Cl)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,5.859,1,5.859,5.859,0.0,kept_unique,O=C(Nc1ccccc1)N[C@H]1CCS(=O)(=O)C1
D3R_000089,D3TaLES-Reduction-v1,C#CCN(C(=O)Nc1ccc(Cl)cc1F)[C@H]1CCS(=O)(=O)C1,81RWCO,C#CCN(C(=O)Nc1ccc(Cl)cc1F)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,5.688,1,5.688,5.688,0.0,kept_unique,O=C(Nc1ccccc1)N[C@H]1CCS(=O)(=O)C1
D3R_000090,D3TaLES-Reduction-v1,C#CCN(C(=O)Nc1cccc2ccccc12)[C@@H]1CCS(=O)(=O)C1,81RKWC,C#CCN(C(=O)Nc1cccc2ccccc12)[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,7.659,1,7.659,7.659,0.0,kept_unique,O=C(Nc1cccc2ccccc12)N[C@@H]1CCS(=O)(=O)C1
D3R_000091,D3TaLES-Reduction-v1,C#CCN(C(=O)Nc1ccccc1F)[C@H]1CCS(=O)(=O)C1,81VFSP,C#CCN(C(=O)Nc1ccccc1F)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,6.488,1,6.488,6.488,0.0,kept_unique,O=C(Nc1ccccc1)N[C@H]1CCS(=O)(=O)C1
D3R_000092,D3TaLES-Reduction-v1,C#CCN(C(=O)OC)[C@H](CC=C)c1ccoc1,06IMBY,C#CCN(C(=O)OC)[C@H](CC=C)c1ccoc1,Zinc,0.0,5.035,1,5.035,5.035,0.0,kept_unique,c1ccoc1
D3R_000093,D3TaLES-Reduction-v1,C#CCN(C(=O)c1ccc(S(=O)(=O)NC)cc1)C1CCCCC1,06IBXP,C#CCN(C(=O)c1ccc(S(=O)(=O)NC)cc1)C1CCCCC1,Zinc,0.0,6.741,1,6.741,6.741,0.0,kept_unique,O=C(NC1CCCCC1)c1ccccc1
D3R_000094,D3TaLES-Reduction-v1,C#CCN(C(=O)c1ccccc1C(F)(F)F)C1CCCCC1,06SGSS,C#CCN(C(=O)c1ccccc1C(F)(F)F)C1CCCCC1,Zinc,0.0,6.327,1,6.327,6.327,0.0,kept_unique,O=C(NC1CCCCC1)c1ccccc1
D3R_000095,D3TaLES-Reduction-v1,C#CCN(CC#C)C(=O)C1=NN(c2ccc(F)cc2)[C@@H](C(N)=O)C1,06JPCQ,C#CCN(CC#C)C(=O)C1=NN(c2ccc(F)cc2)[C@@H](C(N)=O)C1,Zinc,0.0,6.658,1,6.658,6.658,0.0,kept_unique,C1=NN(c2ccccc2)CC1
D3R_000096,D3TaLES-Reduction-v1,C#CCN(CC#C)C(=O)CCN1C(=O)[C@@H](C)Oc2ccccc21,06LIJR,C#CCN(CC#C)C(=O)CCN1C(=O)[C@@H](C)Oc2ccccc21,Zinc,0.0,5.474,1,5.474,5.474,0.0,kept_unique,O=C1COc2ccccc2N1
D3R_000097,D3TaLES-Reduction-v1,C#CCN(CC#C)C(=O)CSCc1ccncc1,81LZBQ,C#CCN(CC#C)C(=O)CSCc1ccncc1,Zinc,0.0,10.04,1,10.04,10.04,0.0,kept_unique,c1ccncc1
D3R_000098,D3TaLES-Reduction-v1,C#CCN(CC#C)C(=O)c1cc(C)nc2ccc(Br)cc12,81QNOL,C#CCN(CC#C)C(=O)c1cc(C)nc2ccc(Br)cc12,Zinc,0.0,7.041,1,7.041,7.041,0.0,kept_unique,c1ccc2ncccc2c1
