dataset_id,dataset_version,canonical_smiles,original_ids,representative_smiles,source_groups,groundState_charge,reduction_potential,duplicate_count,target_min,target_max,target_range,cleaning_action,murcko_scaffold
D3R_028193,D3TaLES-Reduction-v1,O=C(Nc1ccccc1Cl)C1CCN(C(=O)c2cccc(F)c2)CC1,81DSEF,O=C(Nc1ccccc1Cl)C1CCN(C(=O)c2cccc(F)c2)CC1,Zinc,0.0,6.289,1,6.289,6.289,0.0,kept_unique,O=C(Nc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1
D3R_028194,D3TaLES-Reduction-v1,O=C(Nc1ccccc1Cl)NC1(C(F)(F)F)Oc2ccccc2O1,81UGLO,O=C(Nc1ccccc1Cl)NC1(C(F)(F)F)Oc2ccccc2O1,Zinc,0.0,5.755,1,5.755,5.755,0.0,kept_unique,O=C(Nc1ccccc1)NC1Oc2ccccc2O1
D3R_028195,D3TaLES-Reduction-v1,O=C(Nc1ccccc1Cl)Oc1ccc(Cl)cc1,81DITE,O=C(Nc1ccccc1Cl)Oc1ccc(Cl)cc1,Zinc,0.0,5.877,1,5.877,5.877,0.0,kept_unique,O=C(Nc1ccccc1)Oc1ccccc1
D3R_028196,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)N1CC=C(c2ccccc2)CC1,06IHZP,O=C(Nc1ccccc1F)N1CC=C(c2ccccc2)CC1,Zinc,0.0,6.06,1,6.06,6.06,0.0,kept_unique,O=C(Nc1ccccc1)N1CC=C(c2ccccc2)CC1
D3R_028197,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)N1CCC[C@H](C(=O)N2CC[C@H](O)C2)C1,81DUER,O=C(Nc1ccccc1F)N1CCC[C@H](C(=O)N2CC[C@H](O)C2)C1,Zinc,0.0,5.305,1,5.305,5.305,0.0,kept_unique,O=C(Nc1ccccc1)N1CCC[C@H](C(=O)N2CCCC2)C1
D3R_028198,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)N1CCC[C@H]1c1ccsc1,06GBZN,O=C(Nc1ccccc1F)N1CCC[C@H]1c1ccsc1,Zinc,0.0,5.283,1,5.283,5.283,0.0,kept_unique,O=C(Nc1ccccc1)N1CCC[C@H]1c1ccsc1
D3R_028199,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)N1CCN(CCOc2ccccc2)CC1,06MKLF,O=C(Nc1ccccc1F)N1CCN(CCOc2ccccc2)CC1,Zinc,0.0,5.363,1,5.363,5.363,0.0,kept_unique,O=C(Nc1ccccc1)N1CCN(CCOc2ccccc2)CC1
D3R_028200,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)[C@@H]1CSCN1C(=O)C=C1CCSCC1,06EMKB,O=C(Nc1ccccc1F)[C@@H]1CSCN1C(=O)C=C1CCSCC1,Zinc,0.0,6.707,1,6.707,6.707,0.0,kept_unique,O=C(Nc1ccccc1)[C@@H]1CSCN1C(=O)C=C1CCSCC1
D3R_028201,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)c1cc2c(ccc3ccccc32)o1,81VLWA,O=C(Nc1ccccc1F)c1cc2c(ccc3ccccc32)o1,Zinc,0.0,8.29,1,8.29,8.29,0.0,kept_unique,O=C(Nc1ccccc1)c1cc2c(ccc3ccccc32)o1
D3R_028202,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)c1cc2ccccc2c2cccnc12,81CALH,O=C(Nc1ccccc1F)c1cc2ccccc2c2cccnc12,Zinc,0.0,8.965,1,8.965,8.965,0.0,kept_unique,O=C(Nc1ccccc1)c1cc2ccccc2c2cccnc12
D3R_028203,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)c1ccc(Cl)cc1F,81NMPG,O=C(Nc1ccccc1F)c1ccc(Cl)cc1F,Zinc,0.0,7.327,1,7.327,7.327,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1
D3R_028204,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)c1ccccc1Nc1ccccc1,81ZQOZ,O=C(Nc1ccccc1F)c1ccccc1Nc1ccccc1,Zinc,0.0,7.826,1,7.826,7.826,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1Nc1ccccc1
D3R_028205,D3TaLES-Reduction-v1,O=C(Nc1ccccc1F)c1ccn(COc2ccc(Cl)cc2)n1,81XTGC,O=C(Nc1ccccc1F)c1ccn(COc2ccc(Cl)cc2)n1,Zinc,0.0,6.148,1,6.148,6.148,0.0,kept_unique,O=C(Nc1ccccc1)c1ccn(COc2ccccc2)n1
D3R_028206,D3TaLES-Reduction-v1,O=C(Nc1ccccc1I)C1CCN(S(=O)(=O)c2ccccc2F)CC1,06MTAM,O=C(Nc1ccccc1I)C1CCN(S(=O)(=O)c2ccccc2F)CC1,Zinc,0.0,6.473,1,6.473,6.473,0.0,kept_unique,O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1
D3R_028207,D3TaLES-Reduction-v1,O=C(Nc1ccccc1I)N[C@@H]1CCS(=O)(=O)C1,81DUQV,O=C(Nc1ccccc1I)N[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,7.375,1,7.375,7.375,0.0,kept_unique,O=C(Nc1ccccc1)N[C@@H]1CCS(=O)(=O)C1
D3R_028208,D3TaLES-Reduction-v1,O=C(Nc1ccccc1I)c1ccc(CSC(F)F)o1,81ZIZL,O=C(Nc1ccccc1I)c1ccc(CSC(F)F)o1,Zinc,0.0,7.901,1,7.901,7.901,0.0,kept_unique,O=C(Nc1ccccc1)c1ccco1
D3R_028209,D3TaLES-Reduction-v1,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccnc1,81VRBB,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccnc1,Zinc,0.0,6.58,1,6.58,6.58,0.0,kept_unique,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccnc1
D3R_028210,D3TaLES-Reduction-v1,O=C(Nc1ccccc1NC(=O)c1cccc2[nH]ccc12)c1ccccc1,81MZPA,O=C(Nc1ccccc1NC(=O)c1cccc2[nH]ccc12)c1ccccc1,Zinc,0.0,7.851,1,7.851,7.851,0.0,kept_unique,O=C(Nc1ccccc1NC(=O)c1cccc2[nH]ccc12)c1ccccc1
D3R_028211,D3TaLES-Reduction-v1,O=C(Nc1ccccc1NC(=O)c1cccs1)c1ccc(I)c(F)c1,81GEMA,O=C(Nc1ccccc1NC(=O)c1cccs1)c1ccc(I)c(F)c1,Zinc,0.0,8.343,1,8.343,8.343,0.0,kept_unique,O=C(Nc1ccccc1NC(=O)c1cccs1)c1ccccc1
D3R_028212,D3TaLES-Reduction-v1,O=C(Nc1ccccc1O)/C(=C/c1ccco1)NC(=O)c1ccccc1,06HAOT,O=C(Nc1ccccc1O)/C(=C/c1ccco1)NC(=O)c1ccccc1,Zinc,0.0,6.747,1,6.747,6.747,0.0,kept_unique,O=C(Nc1ccccc1)/C(=C/c1ccco1)NC(=O)c1ccccc1
D3R_028213,D3TaLES-Reduction-v1,O=C(Nc1ccccc1O)c1cc(Cl)ccc1F,81APSK,O=C(Nc1ccccc1O)c1cc(Cl)ccc1F,Zinc,0.0,6.709,1,6.709,6.709,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1
D3R_028214,D3TaLES-Reduction-v1,O=C(Nc1ccccc1O)c1cc2cccc(Cl)c2o1,81RFLD,O=C(Nc1ccccc1O)c1cc2cccc(Cl)c2o1,Zinc,0.0,6.776,1,6.776,6.776,0.0,kept_unique,O=C(Nc1ccccc1)c1cc2ccccc2o1
D3R_028215,D3TaLES-Reduction-v1,O=C(Nc1ccccc1O)c1ccc2ncsc2c1,81IRTO,O=C(Nc1ccccc1O)c1ccc2ncsc2c1,Zinc,0.0,6.56,1,6.56,6.56,0.0,kept_unique,O=C(Nc1ccccc1)c1ccc2ncsc2c1
D3R_028216,D3TaLES-Reduction-v1,O=C(Nc1ccccc1OC(F)(F)F)c1ccc(Br)o1,81PQWJ,O=C(Nc1ccccc1OC(F)(F)F)c1ccc(Br)o1,Zinc,0.0,7.813,1,7.813,7.813,0.0,kept_unique,O=C(Nc1ccccc1)c1ccco1
D3R_028217,D3TaLES-Reduction-v1,O=C(Nc1ccccc1OC[C@H]1CCCO1)N1CCc2n[nH]cc2C1,06TTEI,O=C(Nc1ccccc1OC[C@H]1CCCO1)N1CCc2n[nH]cc2C1,Zinc,0.0,5.231,1,5.231,5.231,0.0,kept_unique,O=C(Nc1ccccc1OC[C@H]1CCCO1)N1CCc2n[nH]cc2C1
D3R_028218,D3TaLES-Reduction-v1,O=C(Nc1ccccc1OCc1cscn1)c1cnccn1,81IUAD,O=C(Nc1ccccc1OCc1cscn1)c1cnccn1,Zinc,0.0,6.887,1,6.887,6.887,0.0,kept_unique,O=C(Nc1ccccc1OCc1cscn1)c1cnccn1
D3R_028219,D3TaLES-Reduction-v1,O=C(Nc1ccccc1Oc1ccccc1)C(=O)NC1CCC(O)CC1,06PYCM,O=C(Nc1ccccc1Oc1ccccc1)C(=O)NC1CCC(O)CC1,Zinc,0.0,6.479,1,6.479,6.479,0.0,kept_unique,O=C(Nc1ccccc1Oc1ccccc1)C(=O)NC1CCCCC1
D3R_028220,D3TaLES-Reduction-v1,O=C(Nc1ccccc1SCc1ccsc1)c1cccc(F)c1,81NSEJ,O=C(Nc1ccccc1SCc1ccsc1)c1cccc(F)c1,Zinc,0.0,6.573,1,6.573,6.573,0.0,kept_unique,O=C(Nc1ccccc1SCc1ccsc1)c1ccccc1
D3R_028221,D3TaLES-Reduction-v1,O=C(Nc1ccccn1)[C@H]1CC(=O)N(c2cccc(Cl)c2)C1,06TLYC,O=C(Nc1ccccn1)[C@H]1CC(=O)N(c2cccc(Cl)c2)C1,Zinc,0.0,5.858,1,5.858,5.858,0.0,kept_unique,O=C(Nc1ccccn1)[C@H]1CC(=O)N(c2ccccc2)C1
D3R_028222,D3TaLES-Reduction-v1,O=C(Nc1ccccn1)c1ccc(CN2C(=O)CNC2=O)cc1,81YCIL,O=C(Nc1ccccn1)c1ccc(CN2C(=O)CNC2=O)cc1,Zinc,0.0,6.547,1,6.547,6.547,0.0,kept_unique,O=C(Nc1ccccn1)c1ccc(CN2C(=O)CNC2=O)cc1
D3R_028223,D3TaLES-Reduction-v1,O=C(Nc1ccccn1)c1ccc(COc2ccc(F)cc2)o1,81JTGH,O=C(Nc1ccccn1)c1ccc(COc2ccc(F)cc2)o1,Zinc,0.0,7.888,1,7.888,7.888,0.0,kept_unique,O=C(Nc1ccccn1)c1ccc(COc2ccccc2)o1
D3R_028224,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)C(=O)N1CCC[C@H](C(=O)NCC(F)(F)F)C1,81DJZE,O=C(Nc1cccnc1)C(=O)N1CCC[C@H](C(=O)NCC(F)(F)F)C1,Zinc,0.0,6.573,1,6.573,6.573,0.0,kept_unique,O=C(Nc1cccnc1)C(=O)N1CCCCC1
D3R_028225,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)C(=O)N1CCN(Cc2cccs2)CC1,81KPXZ,O=C(Nc1cccnc1)C(=O)N1CCN(Cc2cccs2)CC1,Zinc,0.0,8.402,1,8.402,8.402,0.0,kept_unique,O=C(Nc1cccnc1)C(=O)N1CCN(Cc2cccs2)CC1
D3R_028226,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)C(=O)N1CC[C@H](OCCCc2ccccc2)C1,81BBQC,O=C(Nc1cccnc1)C(=O)N1CC[C@H](OCCCc2ccccc2)C1,Zinc,0.0,6.5,1,6.5,6.5,0.0,kept_unique,O=C(Nc1cccnc1)C(=O)N1CC[C@H](OCCCc2ccccc2)C1
D3R_028227,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)C1CCN(C(=O)c2ccoc2)CC1,81HKNI,O=C(Nc1cccnc1)C1CCN(C(=O)c2ccoc2)CC1,Zinc,0.0,5.872,1,5.872,5.872,0.0,kept_unique,O=C(Nc1cccnc1)C1CCN(C(=O)c2ccoc2)CC1
D3R_028228,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)C1CCN(Cc2nc3ccccc3[nH]2)CC1,81LQOS,O=C(Nc1cccnc1)C1CCN(Cc2nc3ccccc3[nH]2)CC1,Zinc,0.0,7.376,1,7.376,7.376,0.0,kept_unique,O=C(Nc1cccnc1)C1CCN(Cc2nc3ccccc3[nH]2)CC1
D3R_028229,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)Nc1ccn(Cc2ccccc2)n1,81JBSQ,O=C(Nc1cccnc1)Nc1ccn(Cc2ccccc2)n1,Zinc,0.0,5.551,1,5.551,5.551,0.0,kept_unique,O=C(Nc1cccnc1)Nc1ccn(Cc2ccccc2)n1
D3R_028230,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)[C@@H]1CC(=O)N(CC(F)(F)F)C1,81OEEZJE,O=C(Nc1cccnc1)[C@@H]1CC(=O)N(CC(F)(F)F)C1,Zinc,0.0,5.968,1,5.968,5.968,0.0,kept_unique,O=C1C[C@@H](C(=O)Nc2cccnc2)CN1
D3R_028231,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)[C@H](c1ccc(Cl)cc1Cl)N1CCOCC1,06HIFB,O=C(Nc1cccnc1)[C@H](c1ccc(Cl)cc1Cl)N1CCOCC1,Zinc,0.0,6.108,1,6.108,6.108,0.0,kept_unique,O=C(Nc1cccnc1)[C@H](c1ccccc1)N1CCOCC1
D3R_028232,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)[C@H]1CCCN(c2ncccn2)C1,81CQPM,O=C(Nc1cccnc1)[C@H]1CCCN(c2ncccn2)C1,Zinc,0.0,7.123,1,7.123,7.123,0.0,kept_unique,O=C(Nc1cccnc1)[C@H]1CCCN(c2ncccn2)C1
D3R_028233,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)c1cc(F)cc(F)c1,81GOFG,O=C(Nc1cccnc1)c1cc(F)cc(F)c1,Zinc,0.0,6.789,1,6.789,6.789,0.0,kept_unique,O=C(Nc1cccnc1)c1ccccc1
D3R_028234,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)c1ccc(F)c(C(F)(F)F)c1,81YCJB,O=C(Nc1cccnc1)c1ccc(F)c(C(F)(F)F)c1,Zinc,0.0,7.471,1,7.471,7.471,0.0,kept_unique,O=C(Nc1cccnc1)c1ccccc1
D3R_028235,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)c1ccc(Oc2nccs2)cc1,81IGAB,O=C(Nc1cccnc1)c1ccc(Oc2nccs2)cc1,Zinc,0.0,8.298,1,8.298,8.298,0.0,kept_unique,O=C(Nc1cccnc1)c1ccc(Oc2nccs2)cc1
D3R_028236,D3TaLES-Reduction-v1,O=C(Nc1cccnc1)c1ccc2c(n1)NCCS2,06AQYS,O=C(Nc1cccnc1)c1ccc2c(n1)NCCS2,Zinc,0.0,6.587,1,6.587,6.587,0.0,kept_unique,O=C(Nc1cccnc1)c1ccc2c(n1)NCCS2
D3R_028237,D3TaLES-Reduction-v1,O=C(Nc1cccnc1Cl)C(=O)NC1CCCC1,81DAWF,O=C(Nc1cccnc1Cl)C(=O)NC1CCCC1,Zinc,0.0,6.634,1,6.634,6.634,0.0,kept_unique,O=C(Nc1cccnc1)C(=O)NC1CCCC1
D3R_028238,D3TaLES-Reduction-v1,O=C(Nc1cccnc1Cl)N1CCC[C@@H](C(=O)N2CCOCC2)C1,81VCIV,O=C(Nc1cccnc1Cl)N1CCC[C@@H](C(=O)N2CCOCC2)C1,Zinc,0.0,5.954,1,5.954,5.954,0.0,kept_unique,O=C(Nc1cccnc1)N1CCC[C@@H](C(=O)N2CCOCC2)C1
D3R_028239,D3TaLES-Reduction-v1,O=C(Nc1cccnc1Cl)[C@H]1CC(=O)N(c2cc(F)cc(F)c2)C1,06TGMIHU,O=C(Nc1cccnc1Cl)[C@H]1CC(=O)N(c2cc(F)cc(F)c2)C1,Zinc,0.0,6.151,1,6.151,6.151,0.0,kept_unique,O=C(Nc1cccnc1)[C@H]1CC(=O)N(c2ccccc2)C1
D3R_028240,D3TaLES-Reduction-v1,O=C(Nc1cccs1)N1CCO[C@H](c2cc(Cl)cc(Cl)c2)C1,81MOCF,O=C(Nc1cccs1)N1CCO[C@H](c2cc(Cl)cc(Cl)c2)C1,Zinc,0.0,5.948,1,5.948,5.948,0.0,kept_unique,O=C(Nc1cccs1)N1CCO[C@H](c2ccccc2)C1
D3R_028241,D3TaLES-Reduction-v1,O=C(Nc1cccs1)N[C@@H]1CC(=O)N(CC2CCCCC2)C1,81SIXF,O=C(Nc1cccs1)N[C@@H]1CC(=O)N(CC2CCCCC2)C1,Zinc,0.0,7.09,1,7.09,7.09,0.0,kept_unique,O=C(Nc1cccs1)N[C@@H]1CC(=O)N(CC2CCCCC2)C1
D3R_028242,D3TaLES-Reduction-v1,O=C(Nc1ccn(Cc2ccccc2)n1)c1cc(Cl)ccc1Cl,81RUES,O=C(Nc1ccn(Cc2ccccc2)n1)c1cc(Cl)ccc1Cl,Zinc,0.0,6.654,1,6.654,6.654,0.0,kept_unique,O=C(Nc1ccn(Cc2ccccc2)n1)c1ccccc1
D3R_028243,D3TaLES-Reduction-v1,O=C(Nc1ccnc(Cl)c1)C(=O)NC(c1ccccc1)c1ccccc1,81WNUV,O=C(Nc1ccnc(Cl)c1)C(=O)NC(c1ccccc1)c1ccccc1,Zinc,0.0,6.805,1,6.805,6.805,0.0,kept_unique,O=C(Nc1ccncc1)C(=O)NC(c1ccccc1)c1ccccc1
D3R_028244,D3TaLES-Reduction-v1,O=C(Nc1ccnc2c(Cl)cccc12)c1ccc(F)cc1,81NZAR,O=C(Nc1ccnc2c(Cl)cccc12)c1ccc(F)cc1,Zinc,0.0,6.742,1,6.742,6.742,0.0,kept_unique,O=C(Nc1ccnc2ccccc12)c1ccccc1
D3R_028245,D3TaLES-Reduction-v1,O=C(Nc1ccnc2c(F)cccc12)c1ccc(F)cc1,81TSVI,O=C(Nc1ccnc2c(F)cccc12)c1ccc(F)cc1,Zinc,0.0,7.68,1,7.68,7.68,0.0,kept_unique,O=C(Nc1ccnc2ccccc12)c1ccccc1
D3R_028246,D3TaLES-Reduction-v1,O=C(Nc1ccnc2cc(Cl)ccc12)c1cccc(Cl)c1,81ECFH,O=C(Nc1ccnc2cc(Cl)ccc12)c1cccc(Cl)c1,Zinc,0.0,7.856,1,7.856,7.856,0.0,kept_unique,O=C(Nc1ccnc2ccccc12)c1ccccc1
D3R_028247,D3TaLES-Reduction-v1,O=C(Nc1ccnc2ccc(F)cc12)c1ccncc1,81GRCG,O=C(Nc1ccnc2ccc(F)cc12)c1ccncc1,Zinc,0.0,7.939,1,7.939,7.939,0.0,kept_unique,O=C(Nc1ccnc2ccccc12)c1ccncc1
D3R_028248,D3TaLES-Reduction-v1,O=C(Nc1ccncc1)N1CC[C@H](Oc2ccc(C(F)(F)F)cn2)C1,81ETNW,O=C(Nc1ccncc1)N1CC[C@H](Oc2ccc(C(F)(F)F)cn2)C1,Zinc,0.0,6.188,1,6.188,6.188,0.0,kept_unique,O=C(Nc1ccncc1)N1CC[C@H](Oc2ccccn2)C1
D3R_028249,D3TaLES-Reduction-v1,O=C(Nc1ccncc1)N[C@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,06ETDP,O=C(Nc1ccncc1)N[C@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,Zinc,0.0,5.296,1,5.296,5.296,0.0,kept_unique,O=C(Nc1ccncc1)N[C@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1
D3R_028250,D3TaLES-Reduction-v1,O=C(Nc1ccncc1)[C@@H]1CSc2nccc(=O)n2C1,06QMSC,O=C(Nc1ccncc1)[C@@H]1CSc2nccc(=O)n2C1,Zinc,0.0,6.585,1,6.585,6.585,0.0,kept_unique,O=C(Nc1ccncc1)[C@@H]1CSc2nccc(=O)n2C1
D3R_028251,D3TaLES-Reduction-v1,O=C(Nc1ccncc1)c1ccc(COc2ccccc2Br)o1,81DXXG,O=C(Nc1ccncc1)c1ccc(COc2ccccc2Br)o1,Zinc,0.0,8.241,1,8.241,8.241,0.0,kept_unique,O=C(Nc1ccncc1)c1ccc(COc2ccccc2)o1
D3R_028252,D3TaLES-Reduction-v1,O=C(Nc1ccncc1F)c1ccc2nccnc2c1,81VBMY,O=C(Nc1ccncc1F)c1ccc2nccnc2c1,Zinc,0.0,8.334,1,8.334,8.334,0.0,kept_unique,O=C(Nc1ccncc1)c1ccc2nccnc2c1
D3R_028253,D3TaLES-Reduction-v1,O=C(Nc1ccnn1C1CCCCC1)N[C@H]1CC=CCC1,81VHPS,O=C(Nc1ccnn1C1CCCCC1)N[C@H]1CC=CCC1,Zinc,0.0,6.447,1,6.447,6.447,0.0,kept_unique,O=C(Nc1ccnn1C1CCCCC1)N[C@H]1CC=CCC1
D3R_028254,D3TaLES-Reduction-v1,O=C(Nc1ccnn1C1CCCCC1)c1cccc(Cl)c1,81PWBF,O=C(Nc1ccnn1C1CCCCC1)c1cccc(Cl)c1,Zinc,0.0,8.137,1,8.137,8.137,0.0,kept_unique,O=C(Nc1ccnn1C1CCCCC1)c1ccccc1
D3R_028255,D3TaLES-Reduction-v1,O=C(Nc1ccnn1Cc1cccs1)C1CCCC1,81HSWD,O=C(Nc1ccnn1Cc1cccs1)C1CCCC1,Zinc,0.0,5.93,1,5.93,5.93,0.0,kept_unique,O=C(Nc1ccnn1Cc1cccs1)C1CCCC1
D3R_028256,D3TaLES-Reduction-v1,O=C(Nc1ccon1)c1cccc(F)c1,81TPKN,O=C(Nc1ccon1)c1cccc(F)c1,Zinc,0.0,6.626,1,6.626,6.626,0.0,kept_unique,O=C(Nc1ccon1)c1ccccc1
D3R_028257,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)C(=O)Nc1ccc(OC(F)F)c(F)c1,06GPHB,O=C(Nc1cn[nH]c1)C(=O)Nc1ccc(OC(F)F)c(F)c1,Zinc,0.0,6.744,1,6.744,6.744,0.0,kept_unique,O=C(Nc1ccccc1)C(=O)Nc1cn[nH]c1
D3R_028258,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)C(=O)Nc1ccc2c3c(cccc13)CC2,81THXJ,O=C(Nc1cn[nH]c1)C(=O)Nc1ccc2c3c(cccc13)CC2,Zinc,0.0,6.653,1,6.653,6.653,0.0,kept_unique,O=C(Nc1cn[nH]c1)C(=O)Nc1ccc2c3c(cccc13)CC2
D3R_028259,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)N[C@H]1CCCC[C@@H]1CO,81XMUX,O=C(Nc1cn[nH]c1)N[C@H]1CCCC[C@@H]1CO,Zinc,0.0,6.246,1,6.246,6.246,0.0,kept_unique,O=C(Nc1cn[nH]c1)NC1CCCCC1
D3R_028260,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)N[C@H]1CCCC[C@H]1OC1CCCC1,81ZVDT,O=C(Nc1cn[nH]c1)N[C@H]1CCCC[C@H]1OC1CCCC1,Zinc,0.0,6.448,1,6.448,6.448,0.0,kept_unique,O=C(Nc1cn[nH]c1)N[C@H]1CCCC[C@H]1OC1CCCC1
D3R_028261,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)c1cc2ccccc2c(=O)[nH]1,81TQMV,O=C(Nc1cn[nH]c1)c1cc2ccccc2c(=O)[nH]1,Zinc,0.0,8.33,1,8.33,8.33,0.0,kept_unique,O=C(Nc1cn[nH]c1)c1cc2ccccc2c(=O)[nH]1
D3R_028262,D3TaLES-Reduction-v1,O=C(Nc1cn[nH]c1)c1ccc(SCc2ccccc2)cc1,81CDCX,O=C(Nc1cn[nH]c1)c1ccc(SCc2ccccc2)cc1,Zinc,0.0,7.712,1,7.712,7.712,0.0,kept_unique,O=C(Nc1cn[nH]c1)c1ccc(SCc2ccccc2)cc1
D3R_028263,D3TaLES-Reduction-v1,O=C(Nc1cnc(N2CCCCC2)nc1)c1ccccc1Cl,81JWMV,O=C(Nc1cnc(N2CCCCC2)nc1)c1ccccc1Cl,Zinc,0.0,7.802,1,7.802,7.802,0.0,kept_unique,O=C(Nc1cnc(N2CCCCC2)nc1)c1ccccc1
D3R_028264,D3TaLES-Reduction-v1,O=C(Nc1cnc2ccccc2c1)c1cc(F)cc(F)c1,81HLXZ,O=C(Nc1cnc2ccccc2c1)c1cc(F)cc(F)c1,Zinc,0.0,7.767,1,7.767,7.767,0.0,kept_unique,O=C(Nc1cnc2ccccc2c1)c1ccccc1
D3R_028265,D3TaLES-Reduction-v1,O=C(Nc1cnc2ccccc2n1)[C@@H]1CCOC1,81YGGI,O=C(Nc1cnc2ccccc2n1)[C@@H]1CCOC1,Zinc,0.0,8.256,1,8.256,8.256,0.0,kept_unique,O=C(Nc1cnc2ccccc2n1)[C@@H]1CCOC1
D3R_028266,D3TaLES-Reduction-v1,O=C(Nc1cnc2ccccc2n1)c1ccc(F)cc1Br,81JLIE,O=C(Nc1cnc2ccccc2n1)c1ccc(F)cc1Br,Zinc,0.0,8.287,1,8.287,8.287,0.0,kept_unique,O=C(Nc1cnc2ccccc2n1)c1ccccc1
D3R_028267,D3TaLES-Reduction-v1,O=C(Nc1cncc2ccccc12)N1CCCC[C@H]1CN1CCOCC1,81AQJTWM,O=C(Nc1cncc2ccccc12)N1CCCC[C@H]1CN1CCOCC1,Zinc,0.0,6.523,1,6.523,6.523,0.0,kept_unique,O=C(Nc1cncc2ccccc12)N1CCCC[C@H]1CN1CCOCC1
D3R_028268,D3TaLES-Reduction-v1,O=C(Nc1cnn(CC(F)F)c1)N1CCC(Nc2ccccc2F)CC1,81YRDC,O=C(Nc1cnn(CC(F)F)c1)N1CCC(Nc2ccccc2F)CC1,Zinc,0.0,6.667,1,6.667,6.667,0.0,kept_unique,O=C(Nc1cn[nH]c1)N1CCC(Nc2ccccc2)CC1
D3R_028269,D3TaLES-Reduction-v1,O=C(Nc1cnn(CC(F)F)c1)N1CCC([C@H](O)c2ccccc2)CC1,81LIOX,O=C(Nc1cnn(CC(F)F)c1)N1CCC([C@H](O)c2ccccc2)CC1,Zinc,0.0,6.936,1,6.936,6.936,0.0,kept_unique,O=C(Nc1cn[nH]c1)N1CCC(Cc2ccccc2)CC1
D3R_028270,D3TaLES-Reduction-v1,O=C(Nc1cnn(CC(F)F)c1)c1cc(Br)ccc1F,81EGWU,O=C(Nc1cnn(CC(F)F)c1)c1cc(Br)ccc1F,Zinc,0.0,7.644,1,7.644,7.644,0.0,kept_unique,O=C(Nc1cn[nH]c1)c1ccccc1
D3R_028271,D3TaLES-Reduction-v1,O=C(Nc1cnn(CC(F)F)c1)c1cccc(F)c1Cl,81BZBOMF,O=C(Nc1cnn(CC(F)F)c1)c1cccc(F)c1Cl,Zinc,0.0,6.499,1,6.499,6.499,0.0,kept_unique,O=C(Nc1cn[nH]c1)c1ccccc1
D3R_028272,D3TaLES-Reduction-v1,O=C(Nc1cnn(CCc2ccccc2)c1)c1ccccc1I,81EYWT,O=C(Nc1cnn(CCc2ccccc2)c1)c1ccccc1I,Zinc,0.0,8.686,1,8.686,8.686,0.0,kept_unique,O=C(Nc1cnn(CCc2ccccc2)c1)c1ccccc1
D3R_028273,D3TaLES-Reduction-v1,O=C(Nc1cnn(Cc2ccc(Br)cc2)c1)Nc1ccccc1Cl,81QDYS,O=C(Nc1cnn(Cc2ccc(Br)cc2)c1)Nc1ccccc1Cl,Zinc,0.0,7.6,1,7.6,7.6,0.0,kept_unique,O=C(Nc1ccccc1)Nc1cnn(Cc2ccccc2)c1
