LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential))_mean,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential))_med,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential))_min,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential))_max,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential))_std,1-(SigmLin(redox_potential_-1))_mean,1-(SigmLin(redox_potential_-1))_med,1-(SigmLin(redox_potential_-1))_min,1-(SigmLin(redox_potential_-1))_max,1-(SigmLin(redox_potential_-1))_std,SigmLin(redox_potential_-1)_mean,SigmLin(redox_potential_-1)_med,SigmLin(redox_potential_-1)_min,SigmLin(redox_potential_-1)_max,SigmLin(redox_potential_-1)_std,redox_potential_-1_mean,redox_potential_-1_med,redox_potential_-1_min,redox_potential_-1_max,redox_potential_-1_std,SigmLin(redox_potential)_mean,SigmLin(redox_potential)_med,SigmLin(redox_potential)_min,SigmLin(redox_potential)_max,SigmLin(redox_potential)_std,redox_potential_mean,redox_potential_med,redox_potential_min,redox_potential_max,redox_potential_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.4999999999999858,0.5,0.499999999999006,0.5,1.1711842838234065e-13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.266450135640695,1.1776942014694214,0.6478987336158752,2.456813335418701,0.42168724906443955,0.9999999999999716,1.0,0.999999999998012,1.0,2.342368567646813e-13,1.266450135640695,1.1776942014694214,0.6478987336158752,2.456813335418701,0.42168724906443955,0.4999999999999858,0.5,0.499999999999006,0.5,1.1711842838234065e-13,71,10,3.071323871612549,2,0,11,0,0,0,0,0
0.4999999999993654,0.5,0.49999999994960426,0.5,5.564544566259071e-12,0.01234567901110134,0.0,0.0,0.9999999998992085,0.11042310998885992,0.9876543209888986,1.0,1.0079152724731134e-10,1.0,0.1104231099888599,1.3079059131351518,1.2066084146499634,0.6478987336158752,3.500467538833618,0.48903032869774066,0.9876543209876294,1.0,1.1158159946418636e-30,1.0,0.11042310999998683,1.3079059131351518,1.2066084146499634,0.6478987336158752,3.500467538833618,0.48903032869774066,0.4999999999993654,0.5,0.49999999994960426,0.5,5.564544566259071e-12,81,10,3.3538689613342285,1,0,33,0,0,0,0,0
0.4999999201462342,0.5,0.4999927333587168,0.5,7.575539205066003e-07,0.01098901098790339,0.0,0.0,0.9999999998992085,0.10425091186317523,0.9890109890120965,1.0,1.0079152724731134e-10,1.0,0.10425091186317524,1.3050629470374557,1.1786011457443237,0.6478987336158752,3.500467538833618,0.5012643932130053,0.989010829304565,1.0,1.1158159946418636e-30,1.0,0.10425089505015599,1.3050629470374557,1.1786011457443237,0.6478987336158752,3.500467538833618,0.5012643932130053,0.4999999201462342,0.5,0.4999927333587168,0.5,7.575539205066003e-07,91,10,3.7132558822631836,2,0,4,0,0,0,0,0
0.4999999280525476,0.5,0.4999927333587168,0.5,7.194693831018611e-07,0.009900990098011965,0.0,0.0,0.9999999998992085,0.09900990098011964,0.990099009901988,1.0,1.0079152724731134e-10,1.0,0.09900990098011964,1.2897119126697578,1.1745052337646484,0.6478987336158752,3.500467538833618,0.4965748188901107,0.9900988660070833,1.0,1.1158159946418636e-30,1.0,0.09900988661116354,1.2897119126697578,1.1745052337646484,0.6478987336158752,3.500467538833618,0.4965748188901107,0.4999999280525476,0.5,0.4999927333587168,0.5,7.194693831018611e-07,101,10,4.505113840103149,1,0,13,0,0,0,0,0
0.4999999345343001,0.5,0.4999927333587168,0.5,6.866051517439882e-07,0.009009009008100978,0.0,0.0,0.9999999998992085,0.09448728360940904,0.9909909909918989,1.0,1.0079152724731134e-10,1.0,0.09448728360940904,1.2809568004565195,1.1582566499710083,0.6478987336158752,3.500467538833618,0.4880875457440424,0.9909908600604992,1.0,1.1158159946418636e-30,1.0,0.09448727114517784,1.2809568004565195,1.1582566499710083,0.6478987336158752,3.500467538833618,0.4880875457440424,0.4999999345343001,0.5,0.4999927333587168,0.5,6.866051517439882e-07,111,10,4.8957788944244385,0,0,14,0,0,0,0,0
0.4999999399446882,0.5,0.4999927333587168,0.5,6.578682832074389e-07,0.008264462809084367,0.0,0.0,0.9999999998992085,0.09053265412396039,0.9917355371909156,1.0,1.0079152724731134e-10,1.0,0.09053265412396039,1.287046496040565,1.1621984243392944,0.6478987336158752,3.500467538833618,0.48744989837938835,0.9917354170802921,1.0,1.1158159946418636e-30,1.0,0.09053264317817203,1.287046496040565,1.1621984243392944,0.6478987336158752,3.500467538833618,0.48744989837938835,0.4999999399446882,0.5,0.4999927333587168,0.5,6.578682832074389e-07,121,10,5.341928958892822,0,0,20,0,0,0,0,0
0.4999999445290631,0.5,0.4999927333587168,0.5,6.324614781024524e-07,0.0076335877854901415,0.0,0.0,0.9999999998992085,0.08703629198352807,0.9923664122145098,1.0,1.0079152724731134e-10,1.0,0.08703629198352807,1.2935450209006099,1.1776942014694214,0.6478987336158752,3.500467538833618,0.47607430730465544,0.9923663012726363,1.0,1.1158159946418636e-30,1.0,0.08703628227131331,1.2935450209006099,1.1776942014694214,0.6478987336158752,3.500467538833618,0.47607430730465544,0.4999999445290631,0.5,0.4999927333587168,0.5,6.324614781024524e-07,131,10,5.699716091156006,0,0,18,0,0,0,0,0
0.49791622133195307,0.5,0.20619447449811457,0.5,0.024654987560885883,0.007092198580845451,0.0,0.0,0.9999999998992085,0.0839160252837351,0.9929078014191545,1.0,1.0079152724731134e-10,1.0,0.08391602528373508,1.3053563207599288,1.1963728666305542,0.6478987336158752,3.500467538833618,0.47954491689576095,0.9887402440830607,1.0,1.1158159946418636e-30,1.0,0.09702710270285628,1.3053563207599288,1.1963728666305542,0.6478987336158752,3.500467538833618,0.47954491689576095,0.49791622133195307,0.5,0.20619447449811457,0.5,0.024654987560885883,141,10,6.146856784820557,0,0,22,0,0,0,0,0
0.498054219919241,0.5,0.20619447449811457,0.5,0.023830248431966933,0.01324503311191523,0.0,0.0,0.9999999999999912,0.11432236093219884,0.9867549668880846,1.0,8.79380516425954e-15,1.0,0.11432236093219889,1.332444582159156,1.2066084146499634,0.6478987336158752,3.602173328399658,0.5129247103376401,0.9828634067265666,1.0,9.735211602637814e-35,1.0,0.12344244604418475,1.332444582159156,1.2066084146499634,0.6478987336158752,3.602173328399658,0.5129247103376401,0.498054219919241,0.5,0.20619447449811457,0.5,0.023830248431966933,151,10,6.439532995223999,0,0,22,0,0,0,0,0
0.4981750758248782,0.5,0.20619447449811457,0.5,0.023083093326513697,0.012422360247821116,0.0,0.0,0.9999999999999912,0.11076120806974066,0.9875776397521788,1.0,8.79380516425954e-15,1.0,0.11076120806974066,1.3401190505264708,1.2218694686889648,0.6478987336158752,3.602173328399658,0.5102421173609545,0.9839277914019351,1.0,9.735211602637814e-35,1.0,0.11961890545515554,1.3401190505264708,1.2218694686889648,0.6478987336158752,3.602173328399658,0.5102421173609545,0.4981750758248782,0.5,0.20619447449811457,0.5,0.023083093326513697,161,10,6.792587041854858,1,0,9,0,0,0,0,0
