history_data,total,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential)),1-(SigmLin(redox_potential_-1)),SigmLin(redox_potential_-1),redox_potential_-1,SigmLin(redox_potential),redox_potential,smiles
C|AddA-15|AddA-12|Sub-16_AddA-29|Sub-9_AddA-38|MoveFG-39_Sub-13,0.5,0.5,0.0,1.0,1.6200926303863525,1.0,1.6200926303863525,CSCSCl
C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0|AddA-29|MoveFG-2778,0.5,0.5,0.0,1.0,1.059757113456726,1.0,1.059757113456726,PC(Cl)OCS
C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-3|AddA-26_MoveFG-2853,0.5,0.5,0.0,1.0,1.072629690170288,1.0,1.072629690170288,CC(C)(O)CF
C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-13_AddA-21,0.5,0.5,0.0,1.0,1.334993600845337,1.0,1.334993600845337,CCC(C)SS
C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|AddA-27|ChB-703|AddA-10,0.5,0.5,0.0,1.0,1.3954401016235352,1.0,1.3954401016235352,O[SH]1CC1F
C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0|MoveFG-1406_AddA-11,0.5,0.5,0.0,1.0,1.2380553483963013,1.0,1.2380553483963013,FC(=P)P
C|AddA-15|AddA-12|Sub-16_AddA-29|ChB-705|AddA-12,0.5,0.5,0.0,1.0,1.5658079385757446,1.0,1.5658079385757446,PC1(Br)CS1
C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-3|AddA-42,0.5,0.5,0.0,1.0,1.0760841369628906,1.0,1.0760841369628906,CC(C)C(O)F
C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|ChB-1480_MoveFG-115,0.5,0.5,0.0,1.0,1.0349234342575073,1.0,1.0349234342575073,CCC1C=C1
C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-23_Sub-27,0.5,0.5,0.0,1.0,1.2560547590255737,1.0,1.2560547590255737,CP=CF
C|AddA-15|AddA-12|Sub-16_AddA-29|Sub-9_AddA-38|Sub-28,0.5,0.5,0.0,1.0,1.1134823560714722,1.0,1.1134823560714722,NCCPCl
C|Sub-1|AddA-8|AddA-10_Sub-17|Sub-9_ChB-1406|AddA-20_CutA-1,0.5,0.5,0.0,1.0,0.8298250436782837,1.0,0.8298250436782837,NNP
C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0|AddA-29|MoveFG-1487_InsA-75,0.5,0.5,0.0,1.0,1.081276535987854,1.0,1.081276535987854,COC(Cl)CSP
C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0|InsA-0_ChB-1444,0.5,0.5,0.0,1.0,0.9153542518615723,1.0,0.9153542518615723,CC=PP
C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-3|AddA-29_InsA-75,0.5,0.5,0.0,1.0,1.0516855716705322,1.0,1.0516855716705322,CC(CF)CCS
C|AddA-15|Sub-8|ChB-1406|AddA-12|ChB-740|Sub-12|RmA-1_RmA-1,0.5,0.5,0.0,1.0,0.7028114199638367,1.0,0.7028114199638367,C
