smiles,n_success_mut,n_failures_mut,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential)),1-(SigmLin(redox_potential_-1)),SigmLin(redox_potential_-1),redox_potential_-1,SigmLin(redox_potential),redox_potential,total,obj_computation_time,history_data
CCPCl,0,0,0.5,0.0,1.0,1.1033364534378052,1.0,1.1033364534378052,0.5,0.04146599769592285,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0|Sub-22_InsA-0
N,5,1,0.5,0.0,1.0,0.6800122261047363,1.0,0.6800122261047363,0.5,0.016481637954711914,C|Sub-1
CBr,5,0,0.5,0.0,1.0,1.3434268236160278,1.0,1.3434268236160278,0.5,0.021878957748413086,C|AddA-15
CC,4,0,0.5,0.0,1.0,0.7720221281051636,1.0,0.7720221281051636,0.5,0.03245091438293457,C|AddA-15|Sub-8
NBr,4,0,0.5,0.0,1.0,1.5023244619369507,1.0,1.5023244619369507,0.5,0.0170290470123291,C|Sub-1|AddA-15
CS,4,0,0.5,0.0,1.0,0.8581949472427368,1.0,0.8581949472427368,0.5,0.020737171173095703,C|AddA-13
CSS,3,0,0.5,0.0,1.0,1.3372762203216553,1.0,1.3372762203216553,0.5,0.041785240173339844,C|AddA-13|AddA-21
OBr,3,0,0.5,0.0,1.0,2.0780959129333496,1.0,2.0780959129333496,0.5,0.016258955001831055,C|Sub-1|AddA-15|Sub-2
CCC,3,0,0.5,0.0,1.0,0.8114511370658875,1.0,0.8114511370658875,0.5,0.036566972732543945,C|AddA-15|Sub-8|InsA-0
CCBr,2,0,0.5,0.0,1.0,1.3670368194580078,1.0,1.3670368194580078,0.5,0.040106773376464844,C|AddA-15|InsA-0
NP,2,0,0.5,0.0,1.0,0.7065226435661316,1.0,0.7065226435661316,0.5,0.024580717086791992,C|Sub-1|AddA-12
FNS,1,0,0.5,0.0,1.0,1.6974214315414429,1.0,1.6974214315414429,0.5,0.018697023391723633,C|Sub-1|AddA-12|Sub-11_AddA-13
OC(CPBr)OCCl,0,0,0.5,0.0,1.0,1.4309782981872559,1.0,1.4309782981872559,0.5,0.08570218086242676,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0|AddA-23|InsA-3_AddA-58
CCN,1,0,0.5,0.0,1.0,0.8144412636756897,1.0,0.8144412636756897,0.5,0.038218021392822266,C|AddA-15|Sub-8|InsA-0|MoveFG-1406_Sub-17
O,1,0,0.5,0.0,1.0,1.1168124675750732,1.0,1.1168124675750732,0.5,0.014778852462768555,C|Sub-1|AddA-15|Sub-2|RmA-1
CSF,3,0,0.5,0.0,1.0,1.3644320964813232,1.0,1.3644320964813232,0.5,0.02081012725830078,C|AddA-13|AddA-21|Sub-19
C=[SH]N,2,0,0.5,0.0,1.0,1.1621984243392944,1.0,1.1621984243392944,0.5,0.03367924690246582,C|AddA-13|ChB-1406_AddA-17
ClNBr,2,0,0.5,0.0,1.0,1.725469708442688,1.0,1.725469708442688,0.5,0.017952680587768555,C|Sub-1|AddA-15|AddA-14
C#C,3,0,0.5,0.0,1.0,1.3698581457138062,1.0,1.3698581457138062,0.5,0.016842126846313477,C|AddA-15|Sub-8|ChB-2109
SBr,3,0,0.5,0.0,1.0,1.9496110677719116,1.0,1.9496110677719116,0.5,0.014943122863769531,C|AddA-15|Sub-5
NCl,4,1,0.5,0.0,1.0,1.1745052337646484,1.0,1.1745052337646484,0.5,0.017026185989379883,C|Sub-1|AddA-14
NCCl,3,0,0.5,0.0,1.0,1.0094038248062134,1.0,1.0094038248062134,0.5,0.03835797309875488,C|Sub-1|AddA-14|InsA-0
C=CCBr,4,0,0.5,0.0,1.0,1.2450933456420898,1.0,1.2450933456420898,0.5,0.04417014122009277,C|AddA-15|InsA-0|InsA-37_ChB-1407
S,0,3,0.5,0.0,1.0,0.7763682007789612,1.0,0.7763682007789612,0.5,0.015889883041381836,C|Sub-1|Sub-5
CN(C)CF,0,0,0.5,0.0,1.0,1.0679734945297241,1.0,1.0679734945297241,0.5,0.051126956939697266,C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-3|Sub-25
CF,4,0,0.5,0.0,1.0,0.9503915905952454,1.0,0.9503915905952454,0.5,0.020809173583984375,C|AddA-15|Sub-8|Sub-3
Br,3,2,0.5,0.0,1.0,1.1582566499710083,1.0,1.1582566499710083,0.5,0.012163639068603516,C|Sub-1|AddA-15|Sub-7_RmA-1
CCCS,4,0,0.5,0.0,1.0,0.907734751701355,1.0,0.907734751701355,0.5,0.05353498458862305,C|AddA-13|InsA-0_InsA-37
SCS,5,0,0.5,0.0,1.0,0.9832349419593811,1.0,0.9832349419593811,0.5,0.029790163040161133,C|AddA-13|AddA-21|MoveFG-1406
COP,4,0,0.5,0.0,1.0,0.8327972292900085,1.0,0.8327972292900085,0.5,0.03304696083068848,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12
CCCC,5,0,0.5,0.0,1.0,0.828458309173584,1.0,0.828458309173584,0.5,0.055278778076171875,C|AddA-15|Sub-8|InsA-0|InsA-37
CCC(C)P,4,0,0.5,0.0,1.0,0.823493480682373,1.0,0.823493480682373,0.5,0.06715202331542969,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28
POCCl,4,0,0.5,0.0,1.0,1.057587742805481,1.0,1.057587742805481,0.5,0.04491090774536133,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30
CN,4,0,0.5,0.0,1.0,0.7710415124893188,1.0,0.7710415124893188,0.5,0.02845597267150879,C|Sub-1|AddA-8
PCBr,3,0,0.5,0.0,1.0,1.2996352910995483,1.0,1.2996352910995483,0.5,0.029536008834838867,C|AddA-15|AddA-12
C=C,4,0,0.5,0.0,1.0,1.076478362083435,1.0,1.076478362083435,0.5,0.019977807998657227,C|AddA-15|Sub-8|ChB-1406
BrNBr,4,0,0.5,0.0,1.0,1.966569423675537,1.0,1.966569423675537,0.5,0.01673412322998047,C|Sub-1|AddA-15|AddA-13_Sub-23
NCS,3,0,0.5,0.0,1.0,0.8938882946968079,1.0,0.8938882946968079,0.5,0.06211400032043457,C|AddA-13|AddA-9
CSCS,2,0,0.5,0.0,1.0,0.9869365096092224,1.0,0.9869365096092224,0.5,0.0365293025970459,C|AddA-13|AddA-21|InsA-37
OCBr,3,0,0.5,0.0,1.0,1.5940076112747192,1.0,1.5940076112747192,0.5,0.018227100372314453,C|Sub-1|AddA-15|Sub-2|InsA-0
C1#CC1,3,0,0.5,0.0,1.0,1.1776942014694214,1.0,1.1776942014694214,0.5,0.06639313697814941,C|AddA-15|Sub-8|InsA-0|ChB-2109
CCS,2,0,0.5,0.0,1.0,0.8882040977478027,1.0,0.8882040977478027,0.5,0.03577995300292969,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0
CCOBr,1,0,0.5,0.0,1.0,1.8765935897827148,1.0,1.8765935897827148,0.5,0.04610395431518555,C|Sub-1|AddA-15|Sub-2|InsA-0|MoveFG-1406_InsA-1
P,0,0,0.5,0.0,1.0,0.6478987336158752,1.0,0.6478987336158752,0.5,0.017000913619995117,C|AddA-15|Sub-8|ChB-2109|Sub-4_RmA-1
CNBr,1,0,0.5,0.0,1.0,1.5001744031906128,1.0,1.5001744031906128,0.5,0.03214693069458008,C|Sub-1|AddA-15|AddA-14|InsA-1_RmA-2
C1=[SH]N1,2,0,0.5,0.0,1.0,1.5974758863449097,1.0,1.5974758863449097,0.5,0.029295682907104492,C|AddA-13|ChB-1406_AddA-17|ChB-704
FC(S)Cl,2,0,0.5,0.0,1.0,1.3595929145812988,1.0,1.3595929145812988,0.5,0.019619226455688477,C|AddA-13|AddA-21|Sub-19|MoveFG-1406_AddA-14
Cl,1,1,0.5,0.0,1.0,0.8680475950241089,1.0,0.8680475950241089,0.5,0.01204824447631836,C|Sub-1|AddA-15|Sub-2|RmA-1|Sub-6
CPCN,2,0,0.5,0.0,1.0,0.7804474234580994,1.0,0.7804474234580994,0.5,0.05361294746398926,C|AddA-15|Sub-8|InsA-0|MoveFG-1406_Sub-17|Sub-4_InsA-1
FS,3,0,0.5,0.0,1.0,1.3615823984146118,1.0,1.3615823984146118,0.5,0.016353845596313477,C|Sub-1|AddA-12|Sub-11_AddA-13|CutA-0
NNF,4,0,0.5,0.0,1.0,1.4292281866073608,1.0,1.4292281866073608,0.5,0.024370908737182617,C|Sub-1|AddA-12|AddA-11_Sub-9
NCCNF,3,0,0.5,0.0,1.0,1.093214988708496,1.0,1.093214988708496,0.5,0.0522611141204834,C|Sub-1|AddA-12|AddA-11_Sub-9|InsA-0_InsA-38
FCS,2,0,0.5,0.0,1.0,1.098811388015747,1.0,1.098811388015747,0.5,0.035756826400756836,C|Sub-1|AddA-12|Sub-11_AddA-13|CutA-0|AddA-16_MoveFG-2
C=CC,2,0,0.5,0.0,1.0,0.9813386797904968,1.0,0.9813386797904968,0.5,0.07662606239318848,C|AddA-15|InsA-0|InsA-37_ChB-1407|RmA-1
N#CN,3,0,0.5,0.0,1.0,1.2413575649261475,1.0,1.2413575649261475,0.5,0.03999018669128418,C|Sub-1|AddA-14|InsA-0|Sub-9_ChB-2110
NNCl,2,0,0.5,0.0,1.0,1.3112695217132568,1.0,1.3112695217132568,0.5,0.03696084022521973,C|Sub-1|AddA-14|AddA-9_MoveFG-2
SCBr,3,0,0.5,0.0,1.0,1.451768398284912,1.0,1.451768398284912,0.5,0.019376754760742188,C|AddA-15|Sub-5|InsA-0
C#N,2,0,0.5,0.0,1.0,1.7851823568344116,1.0,1.7851823568344116,0.5,0.015037298202514648,C|AddA-15|Sub-8|ChB-2109|Sub-9
ClCBr,4,0,0.5,0.0,1.0,1.4751414060592651,1.0,1.4751414060592651,0.5,0.02329707145690918,C|Sub-1|AddA-15|AddA-14|Sub-0
CCSN,2,0,0.5,0.0,1.0,1.1074565649032593,1.0,1.1074565649032593,0.5,0.2368781566619873,C|AddA-13|ChB-1406_AddA-17|InsA-0
CCSF,4,0,0.5,0.0,1.0,1.3950550556182861,1.0,1.3950550556182861,0.5,0.3243260383605957,C|AddA-13|AddA-21|Sub-19|InsA-0
CC[SH](N)CF,2,0,0.5,0.0,1.0,1.0937509536743164,1.0,1.0937509536743164,0.5,0.35120105743408203,C|AddA-13|AddA-21|Sub-19|InsA-0|InsA-37_AddA-17
C#SCl,3,0,0.5,0.0,1.0,2.1961660385131836,1.0,2.1961660385131836,0.5,0.018291950225830078,C|AddA-13|AddA-21|Sub-19|Sub-22_ChB-2109
FS1=[SH]C1,2,0,0.5,0.0,1.0,1.5087007284164429,1.0,1.5087007284164429,0.5,0.03476405143737793,C|AddA-13|AddA-21|MoveFG-1406|AddA-19_ChB-1443
CCCC#[SH],2,0,0.5,0.0,1.0,1.111335039138794,1.0,1.111335039138794,0.5,0.043653011322021484,C|AddA-13|InsA-0_InsA-37|ChB-2147_InsA-73
OCF,3,0,0.5,0.0,1.0,1.1786011457443237,1.0,1.1786011457443237,0.5,0.01891183853149414,C|AddA-15|Sub-8|Sub-3|AddA-18
CCCCCBr,3,0,0.5,0.0,1.0,1.3991402387619019,1.0,1.3991402387619019,0.5,0.054080963134765625,C|AddA-15|InsA-0|InsA-37_ChB-1407|InsA-1_InsA-38
CCl,2,0,0.5,0.0,1.0,1.0098872184753418,1.0,1.0098872184753418,0.5,0.01773810386657715,C|Sub-1|AddA-14|InsA-0|RmA-0
SCl,2,0,0.5,0.0,1.0,1.6431753635406494,1.0,1.6431753635406494,0.5,0.014415740966796875,C|Sub-1|AddA-14|Sub-5
NSBr,5,0,0.5,0.0,1.0,2.066801071166992,1.0,2.066801071166992,0.5,0.017393827438354492,C|AddA-15|Sub-5|AddA-9
C#CF,4,0,0.5,0.0,1.0,1.7197047472000122,1.0,1.7197047472000122,0.5,0.016418933868408203,C|AddA-15|Sub-8|ChB-2109|AddA-19
CCF,2,0,0.5,0.0,1.0,0.9915511012077332,1.0,0.9915511012077332,0.5,0.03777885437011719,C|AddA-15|Sub-8|ChB-2109|AddA-19|ChB-703_MoveFG-1406
FBr,2,0,0.5,0.0,1.0,2.0952110290527344,1.0,2.0952110290527344,0.5,0.011684894561767578,C|Sub-1|AddA-15|Sub-7_RmA-1|AddA-11
PBr,2,0,0.5,0.0,1.0,1.3873286247253418,1.0,1.3873286247253418,0.5,0.016834020614624023,C|AddA-15|Sub-5|Sub-4
NS,3,0,0.5,0.0,1.0,1.012721061706543,1.0,1.012721061706543,0.5,0.0204007625579834,C|Sub-1|AddA-14|Sub-13
CNCl,3,0,0.5,0.0,1.0,1.2066084146499634,1.0,1.2066084146499634,0.5,0.030784130096435547,C|Sub-1|AddA-14|InsA-0|MoveFG-1406
CCPCP,0,0,0.5,0.0,1.0,0.7823882699012756,1.0,0.7823882699012756,0.5,0.038970232009887695,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0|InsA-37_InsA-0
C=CF,2,0,0.5,0.0,1.0,1.3484394550323486,1.0,1.3484394550323486,0.5,0.021737098693847656,C|AddA-15|Sub-8|Sub-3|InsA-0_ChB-1443
CSC(P)S,2,0,0.5,0.0,1.0,0.971781313419342,1.0,0.971781313419342,0.5,0.04858803749084473,C|AddA-13|InsA-0_InsA-37|Sub-21_AddA-36
N#SF,2,0,0.5,0.0,1.0,2.2441020011901855,1.0,2.2441020011901855,0.5,0.014868021011352539,C|AddA-15|Sub-5|AddA-9|ChB-2110_Sub-11
SCC#[SH],3,0,0.5,0.0,1.0,1.2642087936401367,1.0,1.2642087936401367,0.5,0.032135009765625,C|AddA-13|AddA-21|MoveFG-1406|ChB-2110_InsA-0
C1#S#SC1,3,0,0.5,0.0,1.0,1.881546139717102,1.0,1.881546139717102,0.5,0.03085803985595703,C|AddA-13|AddA-21|MoveFG-1406|ChB-2110_InsA-0|ChB-2146
CCCCP,2,0,0.5,0.0,1.0,0.8255420327186584,1.0,0.8255420327186584,0.5,0.05048203468322754,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-20
C=CBr,2,0,0.5,0.0,1.0,1.7065707445144653,1.0,1.7065707445144653,0.5,0.020500898361206055,C|AddA-15|InsA-0|InsA-37_ChB-1407|CutA-3
NCF,2,0,0.5,0.0,1.0,1.0301291942596436,1.0,1.0301291942596436,0.5,0.03192496299743652,C|AddA-15|Sub-8|Sub-3|AddA-17
FC=PPS,0,0,0.5,0.0,1.0,1.3228925466537476,1.0,1.3228925466537476,0.5,0.026224136352539062,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0|AddA-29_AddA-11
CCC(C)S,4,0,0.5,0.0,1.0,0.8959831595420837,1.0,0.8959831595420837,0.5,0.04390382766723633,C|AddA-13|InsA-0_InsA-37|AddA-32
PS,2,0,0.5,0.0,1.0,0.7857481241226196,1.0,0.7857481241226196,0.5,0.021669864654541016,C|AddA-13|AddA-21|MoveFG-1406|CutA-0_Sub-12
C1=PO1,2,0,0.5,0.0,1.0,1.4247180223464966,1.0,1.4247180223464966,0.5,0.0173799991607666,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|ChB-1443
CC1=CC1P,3,0,0.5,0.0,1.0,0.9240416884422302,1.0,0.9240416884422302,0.5,0.07018804550170898,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|ChB-1408
CPP,3,0,0.5,0.0,1.0,0.7172785401344299,1.0,0.7172785401344299,0.5,0.04181408882141113,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|Sub-4_RmA-3
CP,4,0,0.5,0.0,1.0,0.7249122262001038,1.0,0.7249122262001038,0.5,0.22475504875183105,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|Sub-4_RmA-3|MoveFG-39_CutA-1
CC1=C(O)C1P,4,0,0.5,0.0,1.0,1.0266426801681519,1.0,1.0266426801681519,0.5,0.17145490646362305,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|ChB-1408|AddA-10
CO,4,0,0.5,0.0,1.0,0.9586727619171143,1.0,0.9586727619171143,0.5,0.02038717269897461,C|AddA-15|Sub-8|Sub-3|AddA-18_RmA-0
CNCCS,4,0,0.5,0.0,1.0,0.9248791337013245,1.0,0.9248791337013245,0.5,0.04222893714904785,C|AddA-13|InsA-0_InsA-37|InsA-73_Sub-17
C1#[SH]=[SH]1,5,0,0.5,0.0,1.0,2.1194772720336914,1.0,2.1194772720336914,0.5,0.021151065826416016,C|AddA-13|AddA-21|MoveFG-1406|ChB-2110_ChB-1443
POCl,4,0,0.5,0.0,1.0,1.7573970556259155,1.0,1.7573970556259155,0.5,0.02817511558532715,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|Sub-22
CCCCC,5,0,0.5,0.0,1.0,0.8397105932235718,1.0,0.8397105932235718,0.5,0.1411571502685547,C|AddA-15|Sub-8|InsA-0|InsA-37|InsA-1
CC(C)P,5,0,0.5,0.0,1.0,0.8098515272140503,1.0,0.8098515272140503,0.5,0.06468892097473145,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|CutA-3
OC(P)Cl,3,0,0.5,0.0,1.0,1.0726196765899658,1.0,1.0726196765899658,0.5,0.038114070892333984,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|ChB-740_ChB-0
CC#N,5,0,0.5,0.0,1.0,1.2660120725631714,1.0,1.2660120725631714,0.5,0.020746946334838867,C|Sub-1|AddA-8|InsA-0_ChB-2110
CC=N,3,0,0.5,0.0,1.0,1.061834692955017,1.0,1.061834692955017,0.5,0.033286094665527344,C|Sub-1|AddA-8|InsA-0_ChB-2110|ChB-1407
ClBr,1,1,0.5,0.0,1.0,2.167703628540039,1.0,2.167703628540039,0.5,0.012042045593261719,C|Sub-1|AddA-15|Sub-7_RmA-1|AddA-14
OS,2,0,0.5,0.0,1.0,1.4748682975769043,1.0,1.4748682975769043,0.5,0.016893863677978516,C|AddA-13|AddA-21|MoveFG-1406|Sub-2_RmA-2
COPO,3,0,0.5,0.0,1.0,1.0925869941711426,1.0,1.0925869941711426,0.5,0.034252166748046875,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-18
CC1=[SH]C1,2,0,0.5,0.0,1.0,1.0329196453094482,1.0,1.0329196453094482,0.5,0.057286739349365234,C|AddA-15|Sub-8|InsA-0|InsA-37|ChB-1443_Sub-13
CCCP,3,0,0.5,0.0,1.0,0.808853805065155,1.0,0.808853805065155,0.5,0.05957794189453125,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|CutA-3_MoveFG-2775
PCOCCl,4,0,0.5,0.0,1.0,1.031665325164795,1.0,1.031665325164795,0.5,0.06118512153625488,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0
CNN,4,0,0.5,0.0,1.0,0.8673744797706604,1.0,0.8673744797706604,0.5,0.030984878540039062,C|Sub-1|AddA-8|AddA-10_Sub-17
SCCBr,3,0,0.5,0.0,1.0,1.4061800241470337,1.0,1.4061800241470337,0.5,0.03298497200012207,C|AddA-15|AddA-12|Sub-16_AddA-29
C=CP,4,0,0.5,0.0,1.0,0.9813147783279419,1.0,0.9813147783279419,0.5,0.036741018295288086,C|AddA-15|Sub-8|ChB-1406|AddA-12
C1=CP1,3,0,0.5,0.0,1.0,1.0502326488494873,1.0,1.0502326488494873,0.5,0.033806800842285156,C|AddA-15|Sub-8|ChB-1406|AddA-12|ChB-740
CC(F)S,4,0,0.5,0.0,1.0,1.0664951801300049,1.0,1.0664951801300049,0.5,0.033638715744018555,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|AddA-27
CC(C)C,4,0,0.5,0.0,1.0,0.834856390953064,1.0,0.834856390953064,0.5,0.12469196319580078,C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41
CC1=PC1C,2,0,0.5,0.0,1.0,1.1963728666305542,1.0,1.1963728666305542,0.5,0.05200672149658203,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|ChB-1514
COCP,3,0,0.5,0.0,1.0,0.8323415517807007,1.0,0.8323415517807007,0.5,0.048558950424194336,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0_RmA-3
C=N,3,0,0.5,0.0,1.0,1.3253905773162842,1.0,1.3253905773162842,0.5,0.021940946578979492,C|Sub-1|AddA-8|ChB-1406
PCCBr,3,0,0.5,0.0,1.0,1.3436685800552368,1.0,1.3436685800552368,0.5,0.04491424560546875,C|AddA-15|AddA-12|InsA-1
C=CCl,2,0,0.5,0.0,1.0,1.5362359285354614,1.0,1.5362359285354614,0.5,0.02853703498840332,C|AddA-15|Sub-8|ChB-1406|AddA-22_MoveFG-1406
CC#P,0,0,0.5,0.0,1.0,1.1468783617019653,1.0,1.1468783617019653,0.5,0.019277095794677734,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2_RmA-0|InsA-0_ChB-2146
S=CCl,4,0,0.5,0.0,1.0,1.9398407936096191,1.0,1.9398407936096191,0.5,0.018108129501342773,C|AddA-13|AddA-9|Sub-22_ChB-1406
S[SH]=CCl,3,0,0.5,0.0,1.0,1.772857904434204,1.0,1.772857904434204,0.5,0.03854799270629883,C|AddA-13|AddA-9|Sub-22_ChB-1406|AddA-21
OS1=CN1,3,0,0.5,0.0,1.0,1.7586817741394043,1.0,1.7586817741394043,0.5,0.03431296348571777,C|AddA-13|ChB-1406_AddA-17|ChB-704|AddA-18
C#P,3,0,0.5,0.0,1.0,1.5686780214309692,1.0,1.5686780214309692,0.5,0.014874935150146484,C|Sub-1|AddA-8|ChB-2109_Sub-4
OPCBr,2,0,0.5,0.0,1.0,1.364303469657898,1.0,1.364303469657898,0.5,0.033843994140625,C|AddA-15|AddA-12|AddA-26
FC=CP,4,0,0.5,0.0,1.0,1.2218694686889648,1.0,1.2218694686889648,0.5,0.033332109451293945,C|AddA-15|Sub-8|ChB-1406|AddA-20_AddA-11
BrCNBr,3,0,0.5,0.0,1.0,1.6467196941375732,1.0,1.6467196941375732,0.5,0.04886293411254883,C|Sub-1|AddA-15|AddA-13_Sub-23|InsA-0
NCCS,3,0,0.5,0.0,1.0,0.9147611856460571,1.0,0.9147611856460571,0.5,0.041716814041137695,C|AddA-13|AddA-9|InsA-0
CSCO,3,0,0.5,0.0,1.0,1.0306566953659058,1.0,1.0306566953659058,0.5,0.03741168975830078,C|AddA-13|AddA-21|InsA-37|Sub-18
OCCO,4,0,0.5,0.0,1.0,1.0550130605697632,1.0,1.0550130605697632,0.5,0.03766608238220215,C|Sub-1|AddA-15|Sub-2|InsA-0|InsA-37_Sub-10
C1#SC1,3,0,0.5,0.0,1.0,1.3882304430007935,1.0,1.3882304430007935,0.5,0.02139902114868164,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-13
C1#SCC1,4,0,0.5,0.0,1.0,1.135159969329834,1.0,1.135159969329834,0.5,0.03888416290283203,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-13|InsA-1
OCCCl,4,0,0.5,0.0,1.0,1.1742315292358398,1.0,1.1742315292358398,0.5,0.0419459342956543,C|Sub-1|AddA-15|Sub-2|InsA-0|InsA-37_Sub-10|Sub-6
C=CO,2,0,0.5,0.0,1.0,1.213043212890625,1.0,1.213043212890625,0.5,0.04093003273010254,C|AddA-15|Sub-8|ChB-1406|AddA-10
PP1CC1,0,0,0.5,0.0,1.0,0.7533819675445557,1.0,0.7533819675445557,0.5,0.04710507392883301,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|CutA-3_MoveFG-2775|ChB-703_MoveFG-1446|Sub-20
NP=S,4,0,0.5,0.0,1.0,1.2944368124008179,1.0,1.2944368124008179,0.5,0.020636320114135742,C|AddA-13|AddA-9|Sub-4_ChB-1406
SC1CCS1,3,0,0.5,0.0,1.0,1.449293851852417,1.0,1.449293851852417,0.5,0.05224299430847168,C|AddA-13|AddA-21|InsA-37|ChB-1408_InsA-2
COBr,2,0,0.5,0.0,1.0,1.8862212896347046,1.0,1.8862212896347046,0.5,0.03821706771850586,C|Sub-1|AddA-15|Sub-2|InsA-0|MoveFG-1406
C1CCC1,3,0,0.5,0.0,1.0,0.877133309841156,1.0,0.877133309841156,0.5,0.08016109466552734,C|AddA-15|Sub-8|InsA-0|ChB-2109|InsA-0
SCCCBr,4,0,0.5,0.0,1.0,1.406067132949829,1.0,1.406067132949829,0.5,0.05801081657409668,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|InsA-37_AddA-23
OCCBr,3,0,0.5,0.0,1.0,1.4114032983779907,1.0,1.4114032983779907,0.5,0.038450002670288086,C|Sub-1|AddA-15|Sub-2|InsA-0|MoveFG-1406_InsA-1|MoveFG-2
ClCCBr,3,0,0.5,0.0,1.0,1.439166784286499,1.0,1.439166784286499,0.5,0.043367862701416016,C|Sub-1|AddA-15|Sub-2|InsA-0|MoveFG-1406_InsA-1|MoveFG-2|Sub-6
C1#SN1,4,0,0.5,0.0,1.0,1.8086899518966675,1.0,1.8086899518966675,0.5,0.021517038345336914,C|AddA-13|ChB-1406_AddA-17|ChB-704|ChB-2109
NCNF,4,0,0.5,0.0,1.0,1.1126980781555176,1.0,1.1126980781555176,0.5,0.04132223129272461,C|Sub-1|AddA-12|AddA-11_Sub-9|InsA-0_InsA-38|CutA-3
CNF,3,0,0.5,0.0,1.0,1.0555709600448608,1.0,1.0555709600448608,0.5,0.02657794952392578,C|Sub-1|AddA-12|AddA-11_Sub-9|Sub-8
F,0,4,0.5,0.0,1.0,0.9375951886177063,1.0,0.9375951886177063,0.5,0.011426210403442383,C|Sub-1|AddA-12|Sub-11_AddA-13|CutA-0|RmA-1
C1=PCP1,0,0,0.5,0.0,1.0,1.0800431966781616,1.0,1.0800431966781616,0.5,0.031903982162475586,C|AddA-15|Sub-8|ChB-1406|AddA-12|ChB-740|Sub-12|InsA-37
OCl,3,0,0.5,0.0,1.0,1.8509562015533447,1.0,1.8509562015533447,0.5,0.014873266220092773,C|Sub-1|AddA-15|Sub-2|RmA-1|Sub-6|AddA-10
FCCCl,3,0,0.5,0.0,1.0,1.14905846118927,1.0,1.14905846118927,0.5,0.04104924201965332,C|AddA-13|AddA-21|Sub-19|MoveFG-1406_AddA-14|InsA-2_RmA-1
SNBr,3,0,0.5,0.0,1.0,1.9130867719650269,1.0,1.9130867719650269,0.5,0.019629716873168945,C|Sub-1|AddA-15|AddA-14|InsA-1_RmA-2|Sub-21
NN(Br)Br,5,0,0.5,0.0,1.0,2.274894952774048,1.0,2.274894952774048,0.5,0.022315025329589844,C|Sub-1|AddA-15|AddA-13_Sub-23|AddA-9
BrNNBr,2,0,0.5,0.0,1.0,1.9996559619903564,1.0,1.9996559619903564,0.5,0.0207827091217041,C|Sub-1|AddA-15|AddA-13_Sub-23|AddA-9|MoveFG-3
SPBr,4,0,0.5,0.0,1.0,1.5772461891174316,1.0,1.5772461891174316,0.5,0.04960489273071289,C|AddA-15|Sub-5|InsA-0|Sub-20
NCCN,2,0,0.5,0.0,1.0,0.8370828628540039,1.0,0.8370828628540039,0.5,0.033685922622680664,C|Sub-1|AddA-14|InsA-0|Sub-9_ChB-2110|InsA-1
CC=CBr,3,0,0.5,0.0,1.0,1.67203950881958,1.0,1.67203950881958,0.5,0.04200601577758789,C|AddA-15|InsA-0|InsA-37_ChB-1407|RmA-1|AddA-15
FC=S,4,0,0.5,0.0,1.0,1.7336941957473755,1.0,1.7336941957473755,0.5,0.016787052154541016,C|Sub-1|AddA-12|Sub-11_AddA-13|CutA-0|AddA-16_MoveFG-2|ChB-1443
