smiles,n_success_mut,n_failures_mut,LinComb(1-(SigmLin(redox_potential_-1)); SigmLin(redox_potential)),1-(SigmLin(redox_potential_-1)),SigmLin(redox_potential_-1),redox_potential_-1,SigmLin(redox_potential),redox_potential,total,obj_computation_time,history_data
CN(C)N,0,0,0.5,0.0,1.0,0.9114973545074463,1.0,0.9114973545074463,0.5,0.056752920150756836,C|Sub-1|AddA-8|AddA-10_Sub-17|AddA-16|MoveFG-1444
FC1C[SH]1F,0,0,0.5,0.0,1.0,1.205016016960144,1.0,1.205016016960144,0.5,0.03628802299499512,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|AddA-27|ChB-703|AddA-11
FC1=PP1,0,0,0.5,0.0,1.0,1.5068186521530151,1.0,1.5068186521530151,0.5,0.026250123977661133,C|AddA-15|Sub-8|ChB-1406|AddA-12|ChB-740|Sub-12|AddA-11
BrC1=PC1,0,0,0.5,0.0,1.0,1.737733244895935,1.0,1.737733244895935,0.5,0.03440093994140625,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|ChB-703_AddA-23
NCCSF,0,0,0.5,0.0,1.0,1.4190409183502197,1.0,1.4190409183502197,0.5,0.056240081787109375,C|AddA-15|AddA-12|Sub-16_AddA-29|Sub-9_AddA-38|Sub-35
CN(N)N,0,0,0.5,0.0,1.0,1.1882407665252686,1.0,1.1882407665252686,0.5,0.045893192291259766,C|Sub-1|AddA-8|AddA-10_Sub-17|Sub-9_ChB-1406|InsA-0_MoveFG-1444
POC(S)Cl,0,0,0.5,0.0,1.0,1.1855590343475342,1.0,1.1855590343475342,0.5,0.050547122955322266,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0|AddA-29|ChB-1445_CutA-4
PC12C=C1P2,0,0,0.5,0.0,1.0,1.3503918647766113,1.0,1.3503918647766113,0.5,0.047090768814086914,C|AddA-15|Sub-8|InsA-0|InsA-37|AddA-28|CutA-3_MoveFG-2775|ChB-1406_ChB-776|AddA-28
C=C1CP1,1,0,0.5,0.0,1.0,1.001703143119812,1.0,1.001703143119812,0.5,0.04766511917114258,C|AddA-15|Sub-8|ChB-1406|AddA-20_AddA-11|RmA-3_InsA-37|MoveFG-2775_ChB-776
C=C1PC1O,0,0,0.5,0.0,1.0,1.3518553972244263,1.0,1.3518553972244263,0.5,0.0726771354675293,C|AddA-15|Sub-8|ChB-1406|AddA-20_AddA-11|RmA-3_InsA-37|MoveFG-2775_ChB-776|MoveFG-3_AddA-18
CC(C)(F)S,0,0,0.5,0.0,1.0,1.036637783050537,1.0,1.036637783050537,0.5,0.04801487922668457,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|AddA-27|InsA-37|Sub-36|AddA-24_CutA-4
C=C(S)Br,0,0,0.5,0.0,1.0,1.8222261667251587,1.0,1.8222261667251587,0.5,0.03986215591430664,C|AddA-15|AddA-12|Sub-16_AddA-29|ChB-1407|MoveFG-2774
ClCNCPBr,0,0,0.5,0.0,1.0,1.5524849891662598,1.0,1.5524849891662598,0.5,0.05015826225280762,C|Sub-1|AddA-15|Sub-2|AddA-8_Sub-12|AddA-30|InsA-0|AddA-23|Sub-1
CCC(C)CF,0,0,0.5,0.0,1.0,1.0315860509872437,1.0,1.0315860509872437,0.5,0.05863690376281738,C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|Sub-3|InsA-73
CC1=CC1C,0,0,0.5,0.0,1.0,0.9394956827163696,1.0,0.9394956827163696,0.5,0.05589890480041504,C|AddA-15|Sub-8|InsA-0|InsA-37|MoveFG-41|InsA-2|ChB-1445
F[SH]1CCC1,0,0,0.5,0.0,1.0,1.1907473802566528,1.0,1.1907473802566528,0.5,0.04871559143066406,C|AddA-15|Sub-8|InsA-0|ChB-2109|Sub-5_ChB-0|AddA-27|ChB-703|InsA-1_MoveFG-2774
C1=PPC1,0,0,0.5,0.0,1.0,1.095909595489502,1.0,1.095909595489502,0.5,0.03891921043395996,C|AddA-15|Sub-8|ChB-1406|AddA-12|ChB-740|Sub-12|InsA-1
C=PP,123,0,0.5,0.0,1.0,1.02234947681427,1.0,1.02234947681427,0.5,0.03859996795654297,C|AddA-15|Sub-8|ChB-1406|AddA-12|MoveFG-2|AddA-12_CutA-0
